iter,t_iter_s,peak_mem_mb,loss,vx,grad_norm,terrain_level,loss_v,loss_clear,loss_gproj,loss_tilt,tilt_frac_active,loss_omega,loss_ctrl,loss_yaw,mean_abs_yaw_cmd,n_falls,n_timeouts,n_move_up,n_move_down,n_fall_height,n_fall_tilt,mean_base_h,min_base_h,mean_n_contact,mean_base_z,mean_foot_clear,min_foot_clear
0,0.6925109999999961,2.134528,8.220121383666992,0.096063032746315,12.936304092407227,nan,0.7106791734695435,0.0,9.405805030837655e-05,3.484807775677723e-09,1.0,0.7478060722351074,0.018662959337234497,0.0003205443499609828,0.5488320589065552,0.0,0.0,nan,nan,0.0,0.0,0.33809057871500653,0.335358202457428,2.3359375,0.33809057871500653,0.021420910954475403,0.01166398823261261
1,0.36338529399998265,3.18208,11.713955879211426,0.11343000829219818,52.979270935058594,nan,0.711070716381073,0.0,0.00024274527095258236,1.5108483353287738e-08,1.0,0.4159809947013855,0.0737094134092331,0.0021818659733980894,0.5488320589065552,0.0,0.0,nan,nan,0.0,0.0,0.3379717270533244,0.3370988667011261,3.9713541666666665,0.3379717270533244,0.0230183204015096,0.023001201450824738
2,0.3639206590000015,3.18208,7.773718357086182,0.12548990547657013,5.311922073364258,nan,0.7112180590629578,0.0,6.922705506440252e-05,1.9151327190769507e-09,1.0,0.4722908139228821,0.2517247200012207,0.0058969235979020596,0.5488320589065552,0.0,0.0,nan,nan,0.0,0.0,0.3380851745605469,0.3370932340621948,4.0,0.3380851745605469,0.022989692787329357,0.02296607196331024
3,0.3620424210000124,3.18208,7.792125701904297,0.14599035680294037,23.83735466003418,nan,0.7158929705619812,0.0,6.31729417364113e-05,1.7741956792605151e-09,1.0,0.4975261092185974,0.5255576968193054,0.011486910283565521,0.5488320589065552,0.0,0.0,nan,nan,0.0,0.0,0.34040796756744385,0.3385413885116577,4.0,0.34040796756744385,0.022938713431358337,0.022895000874996185
4,0.36140439700000115,3.18208,15.576993942260742,0.16135206818580627,137.30215454101562,nan,0.7203512191772461,0.0,0.0003208494745194912,2.7576064098866482e-08,1.0,0.4436473548412323,0.7077445983886719,0.01892494410276413,0.5488320589065552,0.0,0.0,nan,nan,0.0,0.0,0.3424287637074788,0.34107616543769836,3.9583333333333335,0.3424287637074788,0.02286772181590398,0.022826209664344788
5,0.36293721900000264,3.18208,24.539106369018555,0.1651904284954071,235.57212829589844,nan,0.7212018966674805,0.0,0.000474502332508564,5.742094089100647e-08,1.0,0.43059810996055603,0.7867109179496765,0.02814410626888275,0.5488320589065552,0.0,0.0,nan,nan,0.0,0.0,0.3423615296681722,0.3411504924297333,3.2239583333333335,0.3423615296681722,0.022810069223244984,0.022776030004024506
6,0.3615504919999921,3.18208,27.90985870361328,0.15729109942913055,325.20458984375,nan,0.7187721133232117,0.0,0.0005154350074008107,6.870298818739684e-08,1.0,0.439624160528183,0.8280963897705078,0.03911314904689789,0.5488320589065552,0.0,0.0,nan,nan,0.0,0.0,0.34032944838205975,0.33869290351867676,3.1328125,0.34032944838205975,0.022768527269363403,0.022739656269550323
7,0.3616519079999989,3.18208,38.75070571899414,0.1395277976989746,517.9200439453125,nan,0.7157092094421387,0.0,0.0006386144086718559,1.048762072741738e-07,1.0,0.4273762106895447,0.911076545715332,0.051833149045705795,0.5488320589065552,0.0,0.0,nan,nan,0.0,0.0,0.33752572536468506,0.3358013927936554,3.1484375,0.33752572536468506,0.022737001379330952,0.022706836462020874
8,0.36205033699999944,3.18208,59.238502502441406,0.11673390865325928,628.4588623046875,nan,0.7136709094047546,0.0,0.000826462113764137,1.732043131141836e-07,1.0,0.4157983660697937,1.1115802526474,0.0663227066397667,0.5488320589065552,0.0,0.0,nan,nan,0.0,0.0,0.3350088993708293,0.3335532248020172,3.1354166666666665,0.3350088993708293,0.02270941436290741,0.02267277240753174
9,0.3616230060000021,3.18208,72.60433197021484,0.09548051655292511,714.6121826171875,nan,0.7152650356292725,0.0,0.0009299056837335229,2.1766201996342716e-07,1.0,0.41574645042419434,1.4737043380737305,0.08259941637516022,0.5488320589065552,0.0,0.0,nan,nan,0.0,0.0,0.333279291788737,0.33222776651382446,3.0416666666666665,0.333279291788737,0.022683054208755493,0.022640593349933624
