iter,t_iter_s,peak_mem_mb,loss,vx,grad_norm,terrain_level,loss_v,loss_clear,loss_gproj,loss_omega,loss_ctrl,n_falls,n_timeouts,n_move_up,n_move_down,n_fall_height,n_fall_tilt,mean_base_h,min_base_h,mean_n_contact,mean_base_z,mean_foot_clear,min_foot_clear
11,0.3576197329999786,3.168768,0.6438935995101929,0.673481822013855,0.5709185004234314,nan,0.031059717759490013,0.0,0.023231379687786102,1.867457389831543,3.5392513275146484,0.0,0.0,nan,nan,0.0,0.0,0.2883139451344808,0.2798525393009186,2.6640625,0.2883139451344808,0.021586626768112183,0.0214507058262825
12,0.35902677500007485,3.168768,0.7106823921203613,0.6906822919845581,0.5698429346084595,nan,0.03679085150361061,0.0,0.05108436942100525,3.304683208465576,2.78584361076355,0.0,0.0,nan,nan,0.0,0.0,0.2743522922197978,0.2644365727901459,2.2526041666666665,0.2743522922197978,0.021365568041801453,0.02122577279806137
13,0.36381052900003397,3.168768,0.8417617082595825,0.7112448215484619,0.5785763263702393,nan,0.044956594705581665,0.0,0.10485003888607025,6.2102813720703125,2.008457660675049,0.0,0.0,nan,nan,0.0,0.0,0.25855473677317303,0.24761998653411865,2.0286458333333335,0.25855473677317303,0.021147208909193676,0.021005779504776
14,0.3652183630000536,3.168768,1.1923751831054688,0.6040985584259033,0.34441980719566345,nan,0.07050878554582596,0.0,0.19985418021678925,8.033315658569336,1.272740125656128,0.0,0.0,nan,nan,0.0,0.0,0.24255357185999551,0.23669742047786713,1.5052083333333333,0.24255357185999551,0.02094215403000514,0.02085365355014801
15,0.36821826400000646,3.168768,5.180400848388672,-0.1835692673921585,2.6739401817321777,nan,0.4759488105773926,0.0,0.27274519205093384,2.232954978942871,0.7916649580001831,0.0,0.0,nan,nan,0.0,0.0,0.2546384334564209,0.23849734663963318,1.8385416666666667,0.2546384334564209,0.020902690788110096,0.02085764706134796
16,0.3638488059999645,3.168768,5.198805332183838,-0.18750806152820587,2.8324544429779053,nan,0.4757252633571625,0.0,0.36360299587249756,6.170210838317871,0.4857795238494873,0.0,0.0,nan,nan,0.0,0.0,0.27625419696172077,0.2650192975997925,1.9088541666666667,0.27625419696172077,0.021001845598220825,0.020938865840435028
17,0.36428871499992965,3.168768,3.2621123790740967,-0.03110257163643837,2.127161979675293,nan,0.285398006439209,0.0,0.45180416107177734,1.7512887716293335,0.320171594619751,0.0,0.0,nan,nan,0.0,0.0,0.28903361161549884,0.2817939519882202,1.5130208333333333,0.28903361161549884,0.021075194080670673,0.021039411425590515
18,0.3647960210000747,3.168768,2.4795000553131104,0.047685038298368454,1.4601340293884277,nan,0.20688578486442566,0.0,0.49735116958618164,0.48819777369499207,0.226882666349411,0.0,0.0,nan,nan,0.0,0.0,0.29603620370229083,0.2923416793346405,0.9947916666666666,0.29603620370229083,0.021071945627530415,0.02104562520980835
19,0.36411370700000134,3.168768,2.701422691345215,0.02579115331172943,1.492913007736206,nan,0.22752299904823303,0.0,0.5202598571777344,0.17180930078029633,0.17581801116466522,0.0,0.0,nan,nan,0.0,0.0,0.29960910479227704,0.297331303358078,0.953125,0.29960910479227704,0.021056535343329113,0.021028980612754822
20,0.36575120899999547,3.168768,2.9572668075561523,0.00034403218887746334,1.6158677339553833,nan,0.2523771822452545,0.0,0.5288587212562561,0.0583813413977623,0.1680748462677002,0.0,0.0,nan,nan,0.0,0.0,0.30081425110499066,0.29980355501174927,1.2630208333333333,0.30081425110499066,0.021047376096248627,0.02102445811033249
21,0.3643256320000319,3.168768,3.124863624572754,-0.01693752594292164,1.5585299730300903,nan,0.2697374224662781,0.0,0.5254723429679871,0.07282383739948273,0.2042570412158966,0.0,0.0,nan,nan,0.0,0.0,0.30008723338445026,0.2988142669200897,1.8828125,0.30008723338445026,0.0210505872964859,0.021025486290454865
22,0.36554776399998445,3.168768,3.1672792434692383,-0.02033465914428234,1.3569351434707642,nan,0.2731069326400757,0.0,0.5160420536994934,0.08930830657482147,0.2899695038795471,0.0,0.0,nan,nan,0.0,0.0,0.2983617385228475,0.29693111777305603,2.0,0.2983617385228475,0.021059982478618622,0.021031923592090607
23,0.3649054080000269,3.168768,3.0450780391693115,-0.009177842177450657,1.2728452682495117,nan,0.2613954544067383,0.0,0.5065932273864746,0.07086040824651718,0.4351285398006439,0.0,0.0,nan,nan,0.0,0.0,0.296585480372111,0.29522666335105896,2.0,0.296585480372111,0.021066998442014057,0.02103881537914276
24,0.3648755509999546,3.168768,2.8957808017730713,0.005358145572245121,1.18293035030365,nan,0.2465696781873703,0.0,0.5005837678909302,0.04212360829114914,0.6482207775115967,0.0,0.0,nan,nan,0.0,0.0,0.29533515373865765,0.2941805422306061,2.0,0.29533515373865765,0.02106622854868571,0.021036788821220398
25,0.36454715900003976,3.168768,2.8203279972076416,0.012996699661016464,1.1708674430847168,nan,0.23882035911083221,0.0,0.49958735704421997,0.02978082001209259,0.9545296430587769,0.0,0.0,nan,nan,0.0,0.0,0.29490097363789874,0.2938076853752136,2.0,0.29490097363789874,0.021058926979700725,0.021027132868766785
26,0.36583053200001814,3.168768,2.806443214416504,0.015656398609280586,1.176325798034668,nan,0.23603716492652893,0.0,0.5025334358215332,0.03047504648566246,1.3971222639083862,0.0,0.0,nan,nan,0.0,0.0,0.2951218883196513,0.29372599720954895,2.0,0.2951218883196513,0.021048662563165028,0.021016046404838562
27,0.3645504579999397,3.168768,2.8388805389404297,0.012148864567279816,1.2540775537490845,nan,0.23924808204174042,0.0,0.5066342353820801,0.025776460766792297,2.037977457046509,0.0,0.0,nan,nan,0.0,0.0,0.2955464919408162,0.29370278120040894,1.8984375,0.2955464919408162,0.02103866885105769,0.02100551128387451
28,0.3647953959999768,3.168768,2.9311392307281494,0.004524965304881334,1.2958903312683105,nan,0.24663680791854858,0.0,0.5088435411453247,0.016766589134931564,2.9539384841918945,0.0,0.0,nan,nan,0.0,0.0,0.2956915299097697,0.2937723994255066,1.6875,0.2956915299097697,0.021031714975833893,0.02099781483411789
29,0.3649420489999784,3.168768,3.0213725566864014,-0.0026994082145392895,1.3579559326171875,nan,0.2538474500179291,0.0,0.5065720081329346,0.0357239693403244,4.229363918304443,0.0,0.0,nan,nan,0.0,0.0,0.29515520731608075,0.2927820086479187,1.5260416666666667,0.29515520731608075,0.021028466522693634,0.02099570631980896
30,0.3650177060000033,3.168768,3.108189582824707,-0.009795374237000942,1.3280470371246338,nan,0.2612348794937134,0.0,0.498183012008667,0.10773511976003647,5.942469596862793,0.0,0.0,nan,nan,0.0,0.0,0.2936831514040629,0.29098543524742126,1.5208333333333333,0.2936831514040629,0.021027823289235432,0.020996540784835815
31,0.3649035770000637,3.168768,3.1815736293792725,-0.013789365068078041,0.9957426190376282,nan,0.266221821308136,0.0,0.4830976724624634,0.22095870971679688,8.21145248413086,0.0,0.0,nan,nan,0.0,0.0,0.2911093235015869,0.28740036487579346,1.6510416666666667,0.2911093235015869,0.021026966472466786,0.02098938822746277
32,0.36548393999999007,3.168768,3.1925978660583496,-0.0104056466370821,0.642403244972229,nan,0.26421958208084106,0.0,0.4625498950481415,0.2948533892631531,11.115717887878418,0.0,0.0,nan,nan,0.0,0.0,0.28743356466293335,0.28283458948135376,1.8333333333333333,0.28743356466293335,0.021022071441014607,0.02099088579416275
33,0.3658888029999616,3.168768,2.9676592350006104,0.017832133919000626,0.6311939358711243,nan,0.23842164874076843,0.0,0.43833479285240173,0.3976272940635681,14.573153495788574,0.0,0.0,nan,nan,0.0,0.0,0.2827596068382263,0.27753666043281555,1.9973958333333333,0.2827596068382263,0.02101162572701772,0.020990826189517975
34,0.3661866730000156,3.168768,2.7423994541168213,0.047694429755210876,0.5589568018913269,nan,0.212486132979393,0.0,0.4120129346847534,0.4560869336128235,18.1800594329834,0.0,0.0,nan,nan,0.0,0.0,0.2772224545478821,0.27087903022766113,2.0,0.2772224545478821,0.020990528166294098,0.020955577492713928
35,0.36630068600004506,3.168768,2.7040350437164307,0.05705252289772034,0.6356978416442871,nan,0.20471647381782532,0.0,0.38660892844200134,0.4596855640411377,21.55040740966797,0.0,0.0,nan,nan,0.0,0.0,0.2713521520296733,0.26424652338027954,2.0,0.2713521520296733,0.0209668626387914,0.0209314227104187
36,0.3656357739999976,3.168768,2.8311078548431396,0.04632726311683655,0.38414162397384644,nan,0.21455082297325134,0.0,0.3642652928829193,0.4121377468109131,24.380023956298828,0.0,0.0,nan,nan,0.0,0.0,0.2656429012616475,0.257930725812912,1.9947916666666667,0.2656429012616475,0.02095006654659907,0.02091827243566513
37,0.36812199899998177,3.168768,2.9918718338012695,0.029652537778019905,0.30583593249320984,nan,0.22953888773918152,0.0,0.34572339057922363,0.3265024423599243,25.968847274780273,0.0,0.0,nan,nan,0.0,0.0,0.2604278524716695,0.25224462151527405,2.0078125,0.2604278524716695,0.020941754182179768,0.020912975072860718
38,0.36784420499998305,3.168768,3.074936628341675,0.01899169757962227,0.3011853098869324,nan,0.238484725356102,0.0,0.33104419708251953,0.22646397352218628,26.042034149169922,0.0,0.0,nan,nan,0.0,0.0,0.2559404174486796,0.24857430160045624,2.0416666666666665,0.2559404174486796,0.0209357887506485,0.0209098681807518
39,0.36745928000004824,3.168768,3.1293206214904785,0.009983370080590248,0.3855554163455963,nan,0.24515335261821747,0.0,0.32154351472854614,0.11448191106319427,24.930145263671875,0.0,0.0,nan,nan,0.0,0.0,0.25278345743815106,0.24702586233615875,2.1458333333333335,0.25278345743815106,0.020930153628190357,0.020903050899505615
40,0.3690921200000048,3.168768,3.1404402256011963,0.006000535096973181,0.5880645513534546,nan,0.24701297283172607,0.0,0.3188871145248413,0.055097322911024094,23.547590255737305,0.0,0.0,nan,nan,0.0,0.0,0.2516182065010071,0.24695931375026703,1.9947916666666667,0.2516182065010071,0.020924672484397888,0.020893648266792297
41,0.3681496919999745,3.168768,3.0633647441864014,0.011702440679073334,0.4955006539821625,nan,0.24024194478988647,0.0,0.31958019733428955,0.057811226695775986,22.194204330444336,0.0,0.0,nan,nan,0.0,0.0,0.25155844291051227,0.2475951462984085,1.8932291666666667,0.25155844291051227,0.020917487641175587,0.02088288962841034
42,0.368744703999937,3.168768,3.00126576423645,0.015669265761971474,0.38949570059776306,nan,0.23557965457439423,0.0,0.3213765323162079,0.060680508613586426,20.835079193115234,0.0,0.0,nan,nan,0.0,0.0,0.25201135873794556,0.24933603405952454,1.8125,0.25201135873794556,0.020908407866954803,0.020872019231319427
43,0.3688047220000499,3.168768,2.9493656158447266,0.018360771238803864,0.6226150989532471,nan,0.2325039952993393,0.0,0.3245328962802887,0.0563262514770031,19.330978393554688,0.0,0.0,nan,nan,0.0,0.0,0.2529275417327881,0.2508974075317383,1.7994791666666667,0.2529275417327881,0.02089819808801015,0.020863808691501617
44,0.3720095850000007,3.168768,2.917959451675415,0.01928936317563057,0.8158950805664062,nan,0.23148053884506226,0.0,0.32930147647857666,0.05015602707862854,17.95973777770996,0.0,0.0,nan,nan,0.0,0.0,0.25427401065826416,0.25223976373672485,1.6510416666666667,0.25427401065826416,0.020887956023216248,0.020857080817222595
45,0.36916368999993665,3.168768,2.8925299644470215,0.020641222596168518,0.9479663372039795,nan,0.23040041327476501,0.0,0.33572301268577576,0.05236699432134628,16.753021240234375,0.0,0.0,nan,nan,0.0,0.0,0.25598325332005817,0.2532102167606354,1.8229166666666667,0.25598325332005817,0.020877937475840252,0.020844019949436188
46,0.366235190999987,3.168768,2.8861114978790283,0.021244416013360023,0.978829562664032,nan,0.23026150465011597,0.0,0.3435917794704437,0.0704115629196167,15.697561264038086,0.0,0.0,nan,nan,0.0,0.0,0.25799540678660077,0.2545117437839508,1.8098958333333333,0.25799540678660077,0.020867735147476196,0.02083156257867813
47,0.36590263100003995,3.168768,2.866800546646118,0.022705748677253723,0.857570469379425,nan,0.2293136566877365,0.0,0.35284945368766785,0.09680961072444916,14.817851066589355,0.0,0.0,nan,nan,0.0,0.0,0.26031506061553955,0.2558104693889618,1.78125,0.26031506061553955,0.020856603980064392,0.020818546414375305
48,0.3669359609999674,3.168768,2.84765625,0.024468399584293365,0.7442892789840698,nan,0.2279311865568161,0.0,0.3637842535972595,0.12175168842077255,14.127460479736328,0.0,0.0,nan,nan,0.0,0.0,0.26295049985249835,0.25770893692970276,1.8020833333333333,0.26295049985249835,0.02084355552991231,0.020803697407245636
49,0.36597586700008833,3.168768,2.8095176219940186,0.027205459773540497,0.49134737253189087,nan,0.22533820569515228,0.0,0.37648606300354004,0.13881663978099823,13.637850761413574,0.0,0.0,nan,nan,0.0,0.0,0.26582948366800946,0.2603560984134674,1.984375,0.26582948366800946,0.02082893004020055,0.020785808563232422
50,0.3677193459999444,3.168768,2.7848503589630127,0.028941862285137177,0.5986600518226624,nan,0.22366969287395477,0.0,0.3910062313079834,0.15620927512645721,13.443896293640137,0.0,0.0,nan,nan,0.0,0.0,0.2688634792963664,0.26374539732933044,2.0,0.2688634792963664,0.020812879006067913,0.020764335989952087
51,0.3692962689999604,3.168768,2.7790606021881104,0.030260544270277023,0.808512806892395,nan,0.22295257449150085,0.0,0.4071986675262451,0.18087749183177948,13.570945739746094,0.0,0.0,nan,nan,0.0,0.0,0.27193846305211383,0.2675022780895233,2.0,0.27193846305211383,0.020795865605274837,0.02074078470468521
52,0.36731938599996283,3.168768,2.815922737121582,0.029934974387288094,0.8556030988693237,nan,0.2250148355960846,0.0,0.42474818229675293,0.2192017287015915,14.015663146972656,0.0,0.0,nan,nan,0.0,0.0,0.2748860716819763,0.2709365487098694,2.0,0.2748860716819763,0.020778348048528034,0.020718060433864594
53,0.3688917079999783,3.168768,2.8724398612976074,0.028147762641310692,0.9317030906677246,nan,0.23031580448150635,0.0,0.44315844774246216,0.2711355984210968,14.79461669921875,0.0,0.0,nan,nan,0.0,0.0,0.2774794101715088,0.2742491066455841,2.0,0.2774794101715088,0.020761715869108837,0.020699962973594666
54,0.3689899430000878,3.168768,2.9703080654144287,0.026243984699249268,0.5085196495056152,nan,0.23812660574913025,0.0,0.4623292088508606,0.35512399673461914,15.89913558959961,0.0,0.0,nan,nan,0.0,0.0,0.2795456647872925,0.2757928669452667,1.9661458333333333,0.2795456647872925,0.02074713632464409,0.0206899493932724
55,0.37000458700003946,3.168768,3.086672067642212,0.025533439591526985,0.3212602436542511,nan,0.24747708439826965,0.0,0.48306095600128174,0.4974558353424072,17.216938018798828,0.0,0.0,nan,nan,0.0,0.0,0.2810713251431783,0.2750700116157532,1.890625,0.2810713251431783,0.02073398356636365,0.020686782896518707
56,0.37340396100000817,3.168768,3.208991289138794,0.02709267847239971,0.3588186502456665,nan,0.2573544681072235,0.0,0.5070919990539551,0.7260352969169617,18.429523468017578,0.0,0.0,nan,nan,0.0,0.0,0.2821394006411235,0.27313870191574097,1.7578125,0.2821394006411235,0.02072246993581454,0.02068675309419632
57,0.37233099599995967,3.168768,3.3522560596466064,0.030722644180059433,0.2986437678337097,nan,0.2678239345550537,0.0,0.5363829135894775,1.0607789754867554,19.355201721191406,0.0,0.0,nan,nan,0.0,0.0,0.2828081448872884,0.26891881227493286,1.75,0.2828081448872884,0.020711598296960194,0.020688727498054504
58,0.3790919360000089,3.168768,3.4744935035705566,0.03326193243265152,0.3423954248428345,nan,0.27689194679260254,0.0,0.551781415939331,1.4018276929855347,19.624237060546875,1.0,0.0,nan,nan,0.0,1.0,0.2852482795715332,0.2648811638355255,1.6692708333333333,0.2852482795715332,0.0208189624051253,0.02067021280527115
59,0.3782895100000587,3.16928,3.545743942260742,0.03489907085895538,0.33759865164756775,nan,0.28502610325813293,0.0,0.563291609287262,1.7251566648483276,19.344696044921875,0.0,0.0,nan,nan,0.0,0.0,0.28863735993703205,0.2732315957546234,1.4739583333333333,0.28863735993703205,0.020833770434061687,0.02064773440361023
60,0.3731718340000043,3.16928,3.600358724594116,0.03759695962071419,0.30328893661499023,nan,0.29153338074684143,0.0,0.5664246678352356,2.0153493881225586,19.1868896484375,2.0,0.0,nan,nan,0.0,2.0,0.29241400957107544,0.26691552996635437,1.3880208333333333,0.29241400957107544,0.02104102571805318,0.020626280456781387
61,0.38183579399992595,3.16928,3.6181626319885254,0.03737211599946022,0.37309473752975464,nan,0.29491299390792847,0.0,0.5529479384422302,2.1429500579833984,17.938312530517578,0.0,0.0,nan,nan,0.0,0.0,0.29751376310984295,0.25911659002304077,1.6484375,0.29751376310984295,0.02112261454264323,0.020616672933101654
62,0.3892006979999678,3.16928,3.501620292663574,0.03345519304275513,0.31175974011421204,nan,0.2858279049396515,0.0,0.47099289298057556,1.9411948919296265,15.705524444580078,8.0,0.0,nan,nan,0.0,8.0,0.3101019859313965,0.2583795189857483,1.9739583333333333,0.3101019859313965,0.021759167313575745,0.020615432411432266
63,0.3760321429999749,3.16928,2.700301170349121,0.02566109597682953,0.5546826720237732,nan,0.24407629668712616,0.0,0.18802647292613983,0.5993809103965759,8.504947662353516,1.0,0.0,nan,nan,0.0,1.0,0.33970411618550617,0.27998781204223633,2.734375,0.33970411618550617,0.022562625507513683,0.020606081932783127
64,0.38046404299996084,3.16928,2.4495766162872314,0.05680036544799805,0.3196137547492981,nan,0.21965202689170837,0.0,0.16869930922985077,0.41827329993247986,6.9875807762146,1.0,0.0,nan,nan,0.0,1.0,0.34455084800720215,0.2827891707420349,2.9244791666666665,0.34455084800720215,0.022431910037994385,0.020604297518730164
65,0.37931248199993206,3.17184,2.05208683013916,0.09348125755786896,0.3080858290195465,nan,0.18354330956935883,0.0,0.11404921859502792,0.27583369612693787,5.609729766845703,1.0,0.0,nan,nan,0.0,1.0,0.34916234016418457,0.2808707356452942,2.9583333333333335,0.34916234016418457,0.022594633201758068,0.02060588449239731
66,0.3745057840000072,3.17184,1.6439762115478516,0.1337226927280426,0.4266654849052429,nan,0.1491253674030304,0.0,0.08361081779003143,0.17863909900188446,4.924445629119873,0.0,0.0,nan,nan,0.0,0.0,0.35007460912068683,0.2947971820831299,3.3385416666666665,0.35007460912068683,0.022577978670597076,0.020617537200450897
67,0.375614485999904,3.17184,1.4189366102218628,0.1740167737007141,0.33335772156715393,nan,0.12647682428359985,0.0,0.083192378282547,0.19540861248970032,4.805500030517578,0.0,0.0,nan,nan,0.0,0.0,0.34804848829905194,0.28677627444267273,3.1432291666666665,0.34804848829905194,0.022536394496758778,0.020638585090637207
68,0.37649788299995635,3.17184,1.2590774297714233,0.2122611105442047,0.2936278283596039,nan,0.10917308181524277,0.0,0.08202604204416275,0.22445130348205566,4.793162822723389,0.0,0.0,nan,nan,0.0,0.0,0.3456236918767293,0.27629679441452026,3.2552083333333335,0.3456236918767293,0.022484247883160908,0.02066950872540474
69,0.3783544150001035,3.17184,1.1428635120391846,0.24548782408237457,0.29227539896965027,nan,0.09669309854507446,0.0,0.08093319833278656,0.25770407915115356,4.823343753814697,0.0,0.0,nan,nan,0.0,0.0,0.34286101659138996,0.26359766721725464,3.1067708333333335,0.34286101659138996,0.022418710092703503,0.020708981901407242
70,0.3714713260000053,3.17184,0.8226356506347656,0.2791159152984619,0.23079192638397217,nan,0.06667346507310867,0.0,0.03765185922384262,0.15840911865234375,4.911643981933594,1.0,0.0,nan,nan,0.0,1.0,0.3447818358739217,0.26187148690223694,2.9713541666666665,0.3447818358739217,0.022531370321909588,0.02074144035577774
71,0.37199357800000143,3.17184,0.677786111831665,0.3082942068576813,0.26213058829307556,nan,0.05010092258453369,0.0,0.03000713884830475,0.1516730636358261,5.309746742248535,0.0,0.0,nan,nan,0.0,0.0,0.3427960475285848,0.27994605898857117,2.9088541666666665,0.3427960475285848,0.0223898117740949,0.020716823637485504
72,0.3728783880000037,3.17184,0.6613010168075562,0.3242919445037842,0.16356636583805084,nan,0.045884083956480026,0.0,0.029044080525636673,0.1506251096725464,6.0410261154174805,0.0,0.0,nan,nan,0.0,0.0,0.3397280772527059,0.27643048763275146,2.6901041666666665,0.3397280772527059,0.02229275306065877,0.020706750452518463
73,0.3712153730000409,3.17184,0.6597335338592529,0.33768701553344727,0.17844673991203308,nan,0.043696485459804535,0.0,0.028921689838171005,0.15520817041397095,7.100415229797363,0.0,0.0,nan,nan,0.0,0.0,0.3361349900563558,0.27474984526634216,2.5208333333333335,0.3361349900563558,0.022190002103646595,0.020707175135612488
74,0.3694978400000082,3.17184,0.6756251454353333,0.34897327423095703,0.1765073537826538,nan,0.041440144181251526,0.0,0.029157880693674088,0.1830592155456543,8.32657241821289,0.0,0.0,nan,nan,0.0,0.0,0.33200303713480633,0.27354276180267334,2.3125,0.33200303713480633,0.022087206443150837,0.02070939540863037
75,0.3701510970000754,3.17184,0.7076112627983093,0.3595608174800873,0.19314323365688324,nan,0.040243398398160934,0.0,0.02989695779979229,0.2551020681858063,9.511516571044922,0.0,0.0,nan,nan,0.0,0.0,0.32743451992670697,0.27253538370132446,2.3463541666666665,0.32743451992670697,0.021982846160729725,0.02071177214384079
76,0.3700511470000265,3.17184,0.6865853667259216,0.37422996759414673,0.22316008806228638,nan,0.03772535175085068,0.0,0.031645268201828,0.3763490617275238,10.339828491210938,0.0,0.0,nan,nan,0.0,0.0,0.32232677936553955,0.2717426121234894,2.2473958333333335,0.32232677936553955,0.021871842443943024,0.02071523666381836
77,0.3700885590000098,3.17184,0.6790130138397217,0.3912183344364166,0.23749053478240967,nan,0.03363814204931259,0.0,0.03504593297839165,0.5543866157531738,10.689863204956055,0.0,0.0,nan,nan,0.0,0.0,0.31640319029490155,0.2714819014072418,2.1276041666666665,0.31640319029490155,0.021740709741910298,0.020719274878501892
78,0.3693529839999883,3.17184,0.6772471070289612,0.411347895860672,0.25587865710258484,nan,0.029870010912418365,0.0,0.041350916028022766,0.9022945165634155,10.81474494934082,0.0,0.0,nan,nan,0.0,0.0,0.3097383379936218,0.27149778604507446,1.9453125,0.3097383379936218,0.021602558592955273,0.02071230113506317
79,0.37128198300001714,3.17184,0.6772183179855347,0.4338769018650055,0.24056556820869446,nan,0.029146835207939148,0.0,0.05337122082710266,1.5879161357879639,11.030147552490234,0.0,0.0,nan,nan,0.0,0.0,0.3023815155029297,0.27236464619636536,2.0026041666666665,0.3023815155029297,0.021462333699067433,0.020697958767414093
80,0.37476368600005117,3.17184,0.7343629002571106,0.46526092290878296,0.24254487454891205,nan,0.032961200922727585,0.0,0.07588642090559006,2.72119140625,11.300605773925781,0.0,0.0,nan,nan,0.0,0.0,0.2942707935969035,0.2745707035064697,2.140625,0.2942707935969035,0.02131703992684682,0.020687825977802277
81,0.3777019299999438,3.17184,0.9051893353462219,0.5095939040184021,0.2412651628255844,nan,0.04484661668539047,0.0,0.11556728929281235,4.429502487182617,11.661368370056152,0.0,0.0,nan,nan,0.0,0.0,0.28505851825078327,0.263263463973999,2.1979166666666665,0.28505851825078327,0.021167491873105366,0.020685754716396332
82,0.37351854900009585,3.17184,1.181899070739746,0.5611706376075745,0.2720724642276764,nan,0.06815017759799957,0.0,0.18048208951950073,6.520481109619141,12.013616561889648,0.0,0.0,nan,nan,0.0,0.0,0.2740212281545003,0.2487567961215973,2.0260416666666665,0.2740212281545003,0.02100718766450882,0.02067888155579567
83,0.3763041310000972,3.17184,2.2375876903533936,0.4026090204715729,0.445046067237854,nan,0.17060284316539764,0.0,0.2652217149734497,6.751747131347656,11.610285758972168,0.0,0.0,nan,nan,0.0,0.0,0.26634172598520917,0.24744802713394165,1.8098958333333333,0.26634172598520917,0.020889530579249065,0.02062627673149109
84,0.3738763169999402,3.17184,3.2002551555633545,0.18958067893981934,0.9181172251701355,nan,0.2634953558444977,0.0,0.36207327246665955,6.47604513168335,11.110633850097656,0.0,0.0,nan,nan,0.0,0.0,0.26755209763844806,0.24717070162296295,1.4401041666666667,0.26755209763844806,0.020839298764864605,0.02060972899198532
85,0.37697165200006566,3.17184,4.317882537841797,-0.06311599910259247,0.8485827445983887,nan,0.3755342662334442,0.0,0.4497296214103699,4.788036346435547,10.63708209991455,0.0,0.0,nan,nan,0.0,0.0,0.281580110390981,0.24505114555358887,1.2864583333333333,0.281580110390981,0.02086287985245387,0.020626507699489594
