iter,t_iter_s,peak_mem_mb,loss,vx,grad_norm,terrain_level,loss_v,loss_clear,n_falls,n_timeouts,n_move_up,n_move_down,n_fall_height,n_fall_tilt,mean_base_h,min_base_h,mean_n_contact,mean_base_z,mean_foot_clear,min_foot_clear
0,2.8937404139996943,170.1376,6.943571090698242,0.09161506593227386,0.1773986965417862,2.47607421875,0.6871684789657593,0.0026460527442395687,0.0,0.0,0.0,0.0,0.0,0.0,0.33805084228515625,0.2967381477355957,2.9103190104166665,0.2738078832626343,0.020080771297216415,-0.10698968172073364
1,1.2055025820009178,172.403712,6.873724937438965,0.06878719478845596,0.15660981833934784,2.47607421875,0.6805835962295532,0.0027137412689626217,0.0,0.0,0.0,0.0,0.0,0.0,0.3371087710062663,0.2958371639251709,3.7196248372395835,0.27280116081237793,0.021398646136124928,-0.09698134660720825
2,1.1925705749999906,172.403712,6.765049457550049,-0.007869936525821686,0.11402750760316849,2.47607421875,0.6695136427879333,0.002809736644849181,0.0,0.0,0.0,0.0,0.0,0.0,0.3347492218017578,0.2957826852798462,3.6616617838541665,0.27045730749766034,0.021453181902567547,-0.09697896242141724
3,1.2231605199995101,172.403712,6.767570972442627,-0.09306662529706955,0.23410701751708984,2.47607421875,0.669644832611084,0.00282794376835227,0.0,0.0,0.0,0.0,0.0,0.0,0.33355899651845294,0.2779257297515869,3.64178466796875,0.26923080285390216,0.021507131556669872,-0.09696918725967407
4,1.2040955129996291,172.403712,6.844745635986328,-0.15685898065567017,0.27089667320251465,2.47607421875,0.6772228479385376,0.002843019552528858,1.0,0.0,0.0,1.0,0.0,1.0,0.3329850633939107,0.2887073755264282,3.7928059895833335,0.2685970664024353,0.021583224336306255,-0.09693533182144165
5,1.1934321549997549,172.403712,6.8485636711120605,-0.1741771548986435,0.3783896267414093,2.47607421875,0.6774452924728394,0.0028558014892041683,0.0,0.0,0.0,0.0,0.0,0.0,0.3324907422065735,0.29592618346214294,3.8603312174479165,0.2681100368499756,0.02162960668404897,-0.09687930345535278
6,1.1997754809999606,172.403712,6.699600696563721,-0.14291894435882568,0.30745670199394226,2.47607421875,0.6622685790061951,0.002883847337216139,0.0,0.0,0.0,0.0,0.0,0.0,0.3320285479227702,0.294932097196579,3.8721720377604165,0.26763782898585003,0.021669273575146992,-0.09683126211166382
7,1.1982499899986578,172.404224,6.505331039428711,-0.06837421655654907,0.2596108913421631,2.47607421875,0.6425105333328247,0.0029401294887065887,0.0,0.0,0.0,0.0,0.0,0.0,0.3317985534667969,0.2949202358722687,3.85943603515625,0.2673900326093038,0.021697521209716797,-0.0968058705329895
8,1.204625220001617,172.404224,6.43388032913208,0.03421315550804138,0.2263973504304886,2.47607421875,0.6349517107009888,0.002989666536450386,0.0,0.0,0.0,0.0,0.0,0.0,0.3322251836458842,0.2955445945262909,3.8243408203125,0.2678001324335734,0.021727343400319416,-0.09684211015701294
9,1.206709101999877,172.404224,6.610006809234619,0.1392519772052765,0.4123673141002655,2.47607421875,0.6522859334945679,0.0029844469390809536,0.0,0.0,0.0,0.0,0.0,0.0,0.33332308133443195,0.29470038414001465,3.8098347981770835,0.2689209183057149,0.021672743062178295,-0.0969039797782898
