iter,t_iter_s,peak_mem_mb,loss,vx,grad_norm,terrain_level,loss_v,loss_clear,loss_gproj,loss_tilt,tilt_frac_active,loss_fq,loss_fres,foot_res_abs_mean,foot_res_x_abs_mean,foot_res_y_abs_mean,loss_omega,loss_ctrl,loss_yaw,mean_abs_yaw_cmd,n_falls,n_timeouts,n_move_up,n_move_down,n_fall_height,n_fall_tilt,mean_base_h,min_base_h,mean_n_contact,mean_base_z,mean_foot_clear,min_foot_clear
0,2.8716947289976815,182.383616,6.9708380699157715,0.09330514073371887,0.11596057564020157,2.5,0.6898345947265625,0.002628718502819538,0.0003453342360444367,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6004907488822937,0.002925578271970153,0.00031099264742806554,0.5031149387359619,0.0,0.0,0.0,0.0,0.0,0.0,0.33800192674001056,0.2965114712715149,2.89794921875,0.2696273724238078,0.020116887986660004,-0.09628885984420776
1,1.218554174000019,186.354176,6.936226844787598,0.08028526604175568,0.11132682859897614,2.5,0.6865872740745544,0.0027159869205206633,0.0007694178493693471,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3859894275665283,0.01338470634073019,0.001974815037101507,0.5031149387359619,0.0,0.0,0.0,0.0,0.0,0.0,0.3369634548823039,0.2895078659057617,3.812744140625,0.26853007078170776,0.02134045958518982,-0.04159778356552124
2,1.2565634250022413,186.354176,6.8259358406066895,0.02758841961622238,0.07620228826999664,2.5,0.6753484606742859,0.0028404956683516502,0.0011737345485016704,4.1761829550068796e-08,0.00016276042151730508,0.0,0.0,0.0,0.0,0.0,0.37294942140579224,0.04878740757703781,0.005231743212789297,0.5031149387359619,0.0,0.0,0.0,0.0,0.0,0.0,0.3349624474843343,0.28953447937965393,3.79132080078125,0.2665209968884786,0.02133074899514516,-0.04154175519943237
3,1.2180907760011905,186.354176,6.761862754821777,-0.04486633837223053,0.06402463465929031,2.5,0.6689607501029968,0.0028675587382167578,0.0015658438205718994,3.4282707019883674e-06,0.00048828125,0.0,0.0,0.0,0.0,0.0,0.36198171973228455,0.11175157129764557,0.010061953216791153,0.5031149387359619,0.0,0.0,0.0,0.0,0.0,0.0,0.33436652024586994,0.2959369421005249,3.6891886393229165,0.2658728361129761,0.021389516691366833,-0.041428834199905396
4,1.2227922599995509,186.354176,6.789158344268799,-0.1180976927280426,0.0992998331785202,2.49951171875,0.6717926859855652,0.0028367273043841124,0.0016887998208403587,8.86817815626273e-06,0.00030517578125,0.0,0.0,0.0,0.0,0.0,0.3559800982475281,0.17175254225730896,0.01643134281039238,0.5030655264854431,1.0,0.0,0.0,1.0,0.0,1.0,0.3343777656555176,0.27444425225257874,3.7106730143229165,0.2658257285753886,0.021456018090248108,-0.04104761779308319
5,1.193771893002122,186.354176,6.8886003494262695,-0.17730265855789185,0.19830331206321716,2.49951171875,0.6817950010299683,0.0028008881490677595,0.0014839558862149715,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35837405920028687,0.18536779284477234,0.02430843561887741,0.5029832124710083,0.0,0.0,0.0,0.0,0.0,0.0,0.33431235949198407,0.2942165434360504,3.80682373046875,0.2656779885292053,0.021527719994386036,-0.04043179750442505
6,1.1949188220023643,186.354176,6.943685531616211,-0.2017362415790558,0.21806393563747406,2.49951171875,0.687230110168457,0.0028032506816089153,0.0013174115447327495,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3779570460319519,0.14395025372505188,0.033681441098451614,0.5029832124710083,0.0,0.0,0.0,0.0,0.0,0.0,0.33394404252370197,0.29355868697166443,3.8567911783854165,0.2652747432390849,0.02160009741783142,-0.039644718170166016
7,1.1953789369981678,186.354688,6.890466213226318,-0.1889829933643341,0.18958476185798645,2.49951171875,0.681710422039032,0.0028313768561929464,0.0011560706188902259,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3931747376918793,0.08794939517974854,0.04455355927348137,0.5029832124710083,0.0,0.0,0.0,0.0,0.0,0.0,0.33338503042856854,0.29558438062667847,3.88604736328125,0.26471759875615436,0.021669867138067882,-0.03874985873699188
8,1.1945959549993859,186.354688,6.748117446899414,-0.14109407365322113,0.1354302614927292,2.49951171875,0.6672379374504089,0.0028587710112333298,0.0011399721261113882,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3853163719177246,0.04441201686859131,0.05694661661982536,0.5029832124710083,0.0,0.0,0.0,0.0,0.0,0.0,0.3328503370285034,0.29592278599739075,3.8755900065104165,0.2642335096995036,0.021720667680104572,-0.042635321617126465
9,1.1953691889975744,186.354688,6.636966705322266,-0.06502395123243332,0.09392458200454712,2.49951171875,0.6558365821838379,0.0028814636170864105,0.00125059112906456,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.36570772528648376,0.023771189153194427,0.07087117433547974,0.5029832124710083,0.0,0.0,0.0,0.0,0.0,0.0,0.33259816964467365,0.2964032292366028,3.8663126627604165,0.2640020251274109,0.021801042060057323,-0.043263912200927734
