iter,t_iter_s,peak_mem_mb,loss,vx,grad_norm,terrain_level,loss_v,loss_clear,loss_gproj,loss_tilt,tilt_frac_active,loss_omega,loss_ctrl,loss_yaw,mean_abs_yaw_cmd,n_falls,n_timeouts,n_move_up,n_move_down,n_fall_height,n_fall_tilt,mean_base_h,min_base_h,mean_n_contact,mean_base_z,mean_foot_clear,min_foot_clear
0,1.9917491839999002,63.990272,1.7409130334854126,0.09229753911495209,0.6792336702346802,2.4853515625,0.16930773854255676,0.0,0.00035181496059522033,0.0,0.0,0.32426080107688904,0.018282022327184677,2.7192792913410813e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.337987740834554,0.29612886905670166,2.9274088541666665,0.2570553223292033,0.019998783866564434,-0.10674935579299927
1,0.9080401159999383,64.617984,1.600253939628601,0.11168049275875092,0.6175233721733093,2.4853515625,0.1548570990562439,0.0,0.0007643825374543667,0.0,0.0,0.04445379599928856,0.06540939956903458,8.093010546872392e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33717350165049237,0.29278767108917236,3.860595703125,0.256172517935435,0.021271320680777233,-0.07423907518386841
2,0.9114844700000049,64.617984,1.340350866317749,0.14791850745677948,0.5911908745765686,2.4853515625,0.12779435515403748,0.0,0.0008718031458556652,0.0,0.0,0.047670818865299225,0.23354284465312958,0.00018533736874815077,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3359212875366211,0.2924313545227051,3.8952229817708335,0.25480538606643677,0.021290759245554607,-0.053195416927337646
3,0.9152810220000447,64.617984,0.9370843768119812,0.21230019629001617,0.5051984190940857,2.4853515625,0.08594002574682236,0.0,0.0009698017383925617,0.0,0.0,0.049943845719099045,0.6060181856155396,0.00035948283039033413,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3364388942718506,0.2963342070579529,3.8807779947916665,0.25525641441345215,0.02122409890095393,-0.029302015900611877
4,0.9115979549999338,64.617984,0.5224642753601074,0.3014185130596161,0.32218649983406067,2.4853515625,0.0421874076128006,0.0,0.0011323094367980957,0.0,0.0,0.040102723985910416,1.2893074750900269,0.000611869792919606,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3372451066970825,0.30136096477508545,3.865966796875,0.256059209505717,0.021144472062587738,-0.0340387225151062
5,0.9170785919998252,64.617984,0.24778077006340027,0.4078383445739746,0.11345888674259186,2.4853515625,0.011284570209681988,0.0,0.0012287183199077845,0.0,0.0,0.025683168321847916,2.362778425216675,0.0009106621146202087,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33718804518381756,0.2977069616317749,3.85595703125,0.2559844454129537,0.02101142207781474,-0.0437544584274292
6,0.9183104530000037,64.617984,0.2111838310956955,0.5135350227355957,0.18997541069984436,2.4853515625,0.0032514510676264763,0.0,0.0011757375905290246,0.0,0.0,0.03127099573612213,3.801757335662842,0.0011779515771195292,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3354481856028239,0.29175320267677307,3.8424886067708335,0.25427647431691486,0.02087606241305669,-0.054052650928497314
7,0.9143811209999058,64.617984,0.33754685521125793,0.5914062857627869,0.378496915102005,2.4853515625,0.01126050017774105,0.0,0.0011424394324421883,0.0,0.0,0.071544349193573,4.93057918548584,0.0013131232699379325,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33108357588450116,0.28262457251548767,3.7538655598958335,0.2498659292856852,0.020718872547149658,-0.06362879276275635
8,0.9480967560000408,64.617984,0.43157365918159485,0.6185275316238403,0.4459492564201355,2.4853515625,0.016779402270913124,0.0,0.0015271026641130447,0.0,0.0,0.16423994302749634,5.351672649383545,0.001275146147236228,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3227813045183818,0.2605818510055542,3.2812906901041665,0.24152990182240805,0.02056826775272687,-0.06902486085891724
9,0.9191399660001025,64.617984,0.49373990297317505,0.6297469139099121,0.4534696936607361,2.4853515625,0.019499119371175766,0.0,0.0033191810362040997,0.0,0.0,0.4689719080924988,5.226247310638428,0.0011617274722084403,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3112814823786418,0.24937835335731506,3.2112223307291665,0.2300633986790975,0.02049781506260236,-0.07300060987472534
10,0.9087092449999545,64.617984,0.5814564228057861,0.6498740911483765,0.5330044627189636,2.4853515625,0.024994011968374252,0.0,0.009042828343808651,0.0,0.0,1.0842152833938599,4.730562210083008,0.001109439879655838,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2989055315653483,0.2428712099790573,3.2019856770833335,0.2177446484565735,0.02040395389000575,-0.07414919137954712
