iter,t_iter_s,peak_mem_mb,loss,vx,grad_norm,terrain_level,loss_v,loss_clear,n_falls,n_timeouts
0,1.474014473000011,2.115584,1.6688213348388672,0.09679216891527176,0.6992160677909851,nan,0.16269396245479584,0.0,0.0,0.0
1,0.39866574100000207,3.160576,1.4655243158340454,0.12430424243211746,0.6386003494262695,nan,0.14148680865764618,0.0,0.0,0.0
2,0.3967189600000438,3.160576,1.2007386684417725,0.163970485329628,0.6052120923995972,nan,0.11348506808280945,0.0,0.0,0.0
3,0.4858138309999731,3.160576,0.8243565559387207,0.22886282205581665,0.5344568490982056,nan,0.07430041581392288,0.0,0.0,0.0
4,0.5440267710000057,3.160576,0.4452503025531769,0.31705695390701294,0.2993766963481903,nan,0.034357957541942596,0.0,0.0,0.0
5,0.4405707949999851,3.160576,0.1981574296951294,0.41936442255973816,0.10246734321117401,nan,0.007504269480705261,0.0,0.0,0.0
6,0.39680971399997134,3.160576,0.1688096970319748,0.5211124420166016,0.1928766369819641,nan,0.0014543060678988695,0.0,0.0,0.0
7,0.4199797160000003,3.160576,0.307406485080719,0.5915024876594543,0.36986044049263,nan,0.009038155898451805,0.0,0.0,0.0
8,0.4144398180000053,3.160576,0.4152802526950836,0.6141999959945679,0.42178604006767273,nan,0.013846664689481258,0.0,0.0,0.0
9,0.3858046139999942,3.160576,0.48163852095603943,0.625938892364502,0.4027256369590759,nan,0.017126571387052536,0.0,0.0,0.0
10,0.37819617700000663,3.160576,0.5702388882637024,0.6483182907104492,0.5135300755500793,nan,0.023388072848320007,0.0,0.0,0.0
11,0.3661968229999957,3.160576,0.6410760879516602,0.672704815864563,0.5681535005569458,nan,0.03082687221467495,0.0,0.0,0.0
12,0.36257164699998157,3.160576,0.7064085006713867,0.6896806359291077,0.5662387609481812,nan,0.03642282634973526,0.0,0.0,0.0
13,0.37259615200002827,3.160576,0.8358805179595947,0.7100263833999634,0.5741226673126221,nan,0.04444689676165581,0.0,0.0,0.0
14,0.37577057999999397,3.160576,1.1762052774429321,0.6080511808395386,0.3496040105819702,nan,0.06888355314731598,0.0,0.0,0.0
15,0.36866623399998844,3.160576,5.14024543762207,-0.18039089441299438,2.6462855339050293,nan,0.4719725549221039,0.0,0.0,0.0
16,0.3714680630000089,3.160576,5.2053961753845215,-0.18809710443019867,2.8424415588378906,nan,0.4764184355735779,0.0,0.0,0.0
17,0.3661964060000287,3.160576,3.2715003490448,-0.03191586583852768,2.0371217727661133,nan,0.2862468659877777,0.0,0.0,0.0
18,0.3682276260000208,3.160576,2.479168176651001,0.04767841100692749,1.4890164136886597,nan,0.20683178305625916,0.0,0.0,0.0
19,0.366679328000032,3.160576,2.692675828933716,0.02665889635682106,1.4857487678527832,nan,0.22660017013549805,0.0,0.0,0.0
