iter,t_iter_s,peak_mem_mb,loss,vx,grad_norm,terrain_level,loss_v,loss_clear,n_falls,n_timeouts,n_move_up,n_move_down,n_fall_height,n_fall_tilt,mean_base_h,min_base_h
26,0.3829651429999785,3.164672,2.8127849102020264,0.015345603227615356,1.169753909111023,nan,0.23657958209514618,0.0,0.0,0.0,nan,nan,0.0,0.0,0.29521451393763226,0.2940411865711212
27,0.3805546720000166,3.164672,2.8541290760040283,0.010810531675815582,1.260276436805725,nan,0.24070677161216736,0.0,0.0,0.0,nan,nan,0.0,0.0,0.29557494322458905,0.2941088378429413
28,0.38048276000006354,3.164672,2.936997890472412,0.004065871704369783,1.2926363945007324,nan,0.24713754653930664,0.0,0.0,0.0,nan,nan,0.0,0.0,0.2956983248392741,0.2936466634273529
29,0.3809749399999873,3.164672,3.035418748855591,-0.003996354527771473,1.3573384284973145,nan,0.2551535665988922,0.0,0.0,0.0,nan,nan,0.0,0.0,0.2952044407526652,0.2924995422363281
30,0.38767709400008243,3.164672,3.1202127933502197,-0.010769706219434738,1.3621631860733032,nan,0.2622889280319214,0.0,0.0,0.0,nan,nan,0.0,0.0,0.2938835223515828,0.29045549035072327
31,0.38262151200001426,3.164672,3.220688819885254,-0.01785081997513771,1.073923110961914,nan,0.269933819770813,0.0,0.0,0.0,nan,nan,0.0,0.0,0.2915700475374858,0.2870253324508667
32,0.3799821019999854,3.164672,3.255023956298828,-0.01693449541926384,0.5095945000648499,nan,0.27010834217071533,0.0,0.0,0.0,nan,nan,0.0,0.0,0.28824669122695923,0.2823335528373718
33,0.38434287099994435,3.164672,3.1640784740448,-0.002550832461565733,0.7358817458152771,nan,0.2577505111694336,0.0,0.0,0.0,nan,nan,0.0,0.0,0.2840566833813985,0.27681800723075867
34,0.3818112610000526,3.164672,2.99916410446167,0.021082056686282158,0.7116679549217224,nan,0.23779186606407166,0.0,0.0,0.0,nan,nan,0.0,0.0,0.2791372934977214,0.27062854170799255
35,0.3805767260000721,3.164672,2.87037992477417,0.04132851958274841,0.5418472290039062,nan,0.22061805427074432,0.0,0.0,0.0,nan,nan,0.0,0.0,0.2736754020055135,0.2643934190273285
36,0.38286184499997944,3.164672,2.8451409339904785,0.04742703214287758,0.3670136034488678,nan,0.21497033536434174,0.0,0.0,0.0,nan,nan,0.0,0.0,0.2679724097251892,0.2592889070510864
37,0.3845934280000165,3.164672,2.9250826835632324,0.039176665246486664,0.38536912202835083,nan,0.22189593315124512,0.0,0.0,0.0,nan,nan,0.0,0.0,0.2624831994374593,0.2535652220249176
38,0.3838330340000766,3.164672,2.956554651260376,0.03376975283026695,0.4943366050720215,nan,0.22563914954662323,0.0,0.0,0.0,nan,nan,0.0,0.0,0.25759170452753705,0.24927487969398499
39,0.38786894999998367,3.164672,3.0032248497009277,0.026123616844415665,0.4187251329421997,nan,0.2311452329158783,0.0,0.0,0.0,nan,nan,0.0,0.0,0.25386706988016766,0.24748587608337402
40,0.384623151000028,3.164672,3.0911803245544434,0.014422737061977386,0.5806238651275635,nan,0.24035024642944336,0.0,0.0,0.0,nan,nan,0.0,0.0,0.2522244056065877,0.24734880030155182
41,0.38605113200003416,3.164672,3.0641660690307617,0.015509484335780144,0.6201873421669006,nan,0.23825177550315857,0.0,0.0,0.0,nan,nan,0.0,0.0,0.2522406180699666,0.2479971945285797
42,0.38525000399999954,3.164672,3.013324737548828,0.01910463348031044,0.5431420803070068,nan,0.2342188060283661,0.0,0.0,0.0,nan,nan,0.0,0.0,0.2529947559038798,0.24893367290496826
43,0.3836452929999723,3.164672,2.9702858924865723,0.021495085209608078,0.754808247089386,nan,0.2314724177122116,0.0,0.0,0.0,nan,nan,0.0,0.0,0.2541760603586833,0.2512565553188324
44,0.3839172980000285,3.164672,2.934335947036743,0.023668475449085236,0.7695977687835693,nan,0.22923342883586884,0.0,0.0,0.0,nan,nan,0.0,0.0,0.2556668321291606,0.2512562572956085
45,0.3837066380000351,3.164672,2.919401168823242,0.02467716485261917,0.5589466691017151,nan,0.22849242389202118,0.0,0.0,0.0,nan,nan,0.0,0.0,0.2574193477630615,0.25168946385383606
46,0.38356687800001055,3.164672,2.904650926589966,0.027070943266153336,0.3291591703891754,nan,0.22710345685482025,0.0,0.0,0.0,nan,nan,0.0,0.0,0.2594152291615804,0.2533542513847351
47,0.3806975849998935,3.164672,2.8667213916778564,0.03169558569788933,0.34051743149757385,nan,0.22456064820289612,0.0,0.0,0.0,nan,nan,0.0,0.0,0.26168058315912884,0.25532659888267517
48,0.37991271900000356,3.164672,2.864650011062622,0.03523055464029312,0.4165760576725006,nan,0.22447900474071503,0.0,0.0,0.0,nan,nan,0.0,0.0,0.26420774062474567,0.25720590353012085
49,0.381066988999919,3.164672,2.875208854675293,0.03806312382221222,0.28655433654785156,nan,0.22708646953105927,0.0,0.0,0.0,nan,nan,0.0,0.0,0.26681216557820636,0.25943809747695923
