iter,t_iter_s,peak_mem_mb,loss,vx,grad_norm,terrain_level,loss_v,loss_clear,loss_gproj,loss_tilt,tilt_frac_active,loss_fq,loss_fres,foot_res_abs_mean,loss_omega,loss_ctrl,loss_yaw,mean_abs_yaw_cmd,n_falls,n_timeouts,n_move_up,n_move_down,n_fall_height,n_fall_tilt,mean_base_h,min_base_h,mean_n_contact,mean_base_z,mean_foot_clear,min_foot_clear
0,2.0427460540000197,64.024576,1.6458244323730469,0.10492819547653198,0.7733404040336609,2.5224609375,0.1596478819847107,0.0,0.0003030354273505509,0.0,0.0,0.0,0.0,0.0,0.22842727601528168,0.03772793710231781,2.7182031772099435e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3381192684173584,0.30029332637786865,3.0692952473958335,0.27506037553151447,0.020249449958403904,-0.04461245238780975
1,0.8736825469999872,64.652288,1.3591644763946533,0.14576849341392517,0.6777071356773376,2.5224609375,0.13005565106868744,0.0,0.0005426350980997086,0.0,0.0,0.0,0.0,0.0,0.06055310368537903,0.213484525680542,0.00011388756684027612,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3383082151412964,0.29811984300613403,3.8791910807291665,0.2751586039861043,0.021505117416381836,-0.03526313602924347
2,0.887947730999997,64.652288,0.9704433679580688,0.20817577838897705,0.5665605664253235,2.5224609375,0.08936794102191925,0.0,0.0006729988381266594,0.0,0.0,0.0,0.0,0.0,0.0892171710729599,0.5996590256690979,0.000321724743116647,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3381357192993164,0.29789185523986816,3.8909912109375,0.274990181128184,0.021425535281499226,-0.035762667655944824
3,0.8749071499999559,64.652288,0.5456307530403137,0.29831457138061523,0.36834070086479187,2.5224609375,0.04448893293738365,0.0,0.000918949896004051,0.0,0.0,0.0,0.0,0.0,0.07854684442281723,1.3462610244750977,0.0007075426983647048,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3392546574274699,0.2923012375831604,3.8644205729166665,0.2760952909787496,0.021307048698266346,-0.03634007275104523
4,0.8870963169999868,64.652288,0.2522076368331909,0.4106327295303345,0.09087105095386505,2.5224609375,0.011563636362552643,0.0,0.001158588333055377,0.0,0.0,0.0,0.0,0.0,0.046804457902908325,2.6511666774749756,0.0012283716350793839,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3400598367055257,0.2928856313228607,3.8433837890625,0.2768557071685791,0.021171698967615765,-0.03779709339141846
5,0.8939979059999814,64.652288,0.22435832023620605,0.5245589017868042,0.2378217726945877,2.5224609375,0.004085088148713112,0.0,0.0012420178391039371,0.0,0.0,0.0,0.0,0.0,0.03664032369852066,4.404723644256592,0.0017046876018866897,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33908836046854657,0.2882543206214905,3.8343098958333335,0.2757761279741923,0.021031732360521953,-0.04601454734802246
6,0.8976953700000081,64.652288,0.37228962779045105,0.6068044900894165,0.4339301884174347,2.5224609375,0.0143777159973979,0.0,0.001218602992594242,0.0,0.0,0.0,0.0,0.0,0.08724038302898407,5.3963823318481445,0.0019182407995685935,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33477787176767987,0.2793978750705719,3.7589518229166665,0.27141139904658,0.02084862192471822,-0.052149057388305664
7,0.9038026679999689,64.652288,0.47880488634109497,0.6341387033462524,0.510804295539856,2.5224609375,0.020896263420581818,0.0,0.001442945096641779,0.0,0.0,0.0,0.0,0.0,0.21410022675991058,5.49820613861084,0.0017970714252442122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3259318470954895,0.25102847814559937,3.2903645833333335,0.26256712277730304,0.02068632220228513,-0.0568506121635437
8,0.9128990030000068,64.652288,0.5505155324935913,0.6460456848144531,0.4780859649181366,2.5224609375,0.024459723383188248,0.0,0.0028939638286828995,0.0,0.0,0.0,0.0,0.0,0.5593563318252563,5.043693542480469,0.001519322395324707,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31388310591379803,0.23615382611751556,3.2197672526041665,0.2505532701810201,0.020554695278406143,-0.056987762451171875
9,0.9215631040000289,64.652288,0.6350337862968445,0.6655117273330688,0.6068081259727478,2.5224609375,0.030649259686470032,0.0,0.008182951249182224,0.0,0.0,0.0,0.0,0.0,1.2214374542236328,4.2754926681518555,0.001266850158572197,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.30123084783554077,0.21782022714614868,3.20068359375,0.23790772755940756,0.020461770395437878,-0.05613136291503906
10,0.9318692779999651,64.652288,0.7250862717628479,0.678661048412323,0.6580054759979248,2.5224609375,0.03799499571323395,0.0,0.021655170246958733,0.0,0.0,0.0,0.0,0.0,2.1631791591644287,3.3822569847106934,0.0010779972653836012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2881927291552226,0.20726549625396729,3.1913248697916665,0.22492613395055136,0.020524869362513225,-0.05518531799316406
11,0.8912616270000058,64.652288,0.846396803855896,0.6713913679122925,0.5815023183822632,2.5224609375,0.047794803977012634,0.0,0.050359636545181274,2.246676267247949e-08,0.0004069010610692203,0.0,0.0,0.0,3.882211685180664,2.4750306606292725,0.0009434299427084625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2744250496228536,0.19687852263450623,3.1928304036458335,0.21125797430674234,0.020648837089538574,-0.05401945114135742
12,0.8649874260000274,64.652288,1.0425465106964111,0.6551702618598938,0.43993231654167175,2.5224609375,0.0627693459391594,0.0,0.10707293450832367,3.303734501969302e-06,0.004191081039607525,0.0,0.0,0.0,7.0147504806518555,1.613468885421753,0.0008490544278174639,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2603071331977844,0.19604215025901794,2.1169026692708335,0.19724174340566,0.020668988426526386,-0.05274665355682373
13,0.8843715699999848,64.652288,1.5554953813552856,0.5014287829399109,0.46686339378356934,2.5224609375,0.1090991422533989,0.0,0.20435409247875214,3.410396311664954e-05,0.0115966796875,0.0,0.0,0.0,8.464584350585938,0.8994449973106384,0.0008254925487563014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24857507149378458,0.2044885754585266,1.796630859375,0.18551049629847208,0.02057502791285515,-0.048140108585357666
14,0.8710590150000144,64.652288,4.643225193023682,-0.10243871808052063,3.059523105621338,2.5224609375,0.4227063059806824,0.0,0.28817611932754517,0.00028230060706846416,0.1844889372587204,0.0,0.0,0.0,3.9068870544433594,0.5232552289962769,0.0009854029631242156,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2613726655642192,0.21206483244895935,1.8316243489583333,0.19807817538579306,0.020606574912865955,-0.03954952955245972
15,0.8680159649999837,64.652288,4.596470832824707,-0.1268039047718048,0.5672595500946045,2.505859375,0.4156712293624878,0.0,0.38511961698532104,0.003482475643977523,0.927734375,0.0,0.0,0.0,6.453217506408691,0.3366198241710663,0.03346162289381027,0.0,17.0,0.0,0.0,17.0,0.0,17.0,0.2821704149246216,0.2071230411529541,1.740478515625,0.21763553222020468,0.02072964608669281,-0.02905052900314331
16,0.8586529840000026,64.652288,2.9933841228485107,-0.0006576924351975322,0.4670344889163971,2.4912109375,0.2587333023548126,0.0,0.4609557092189789,0.011674325913190842,0.9349772334098816,0.0,0.0,0.0,2.160698890686035,0.22890329360961914,0.02961955964565277,0.0,18.0,0.0,0.0,18.0,0.0,18.0,0.2960745493570964,0.22483432292938232,1.0733642578125,0.22932384411493936,0.020831017444531124,-0.018340706825256348
17,0.9100459819999855,64.652288,2.4272406101226807,0.057010211050510406,0.2561519742012024,2.4765625,0.20257961750030518,0.0,0.5000600814819336,0.019490104168653488,0.928466796875,0.0,0.0,0.0,0.7223094701766968,0.1701882779598236,0.020137064158916473,0.0,16.0,0.0,0.0,16.0,0.0,16.0,0.303037424882253,0.2347632199525833,1.1515706380208333,0.2353196938832601,0.02077971895535787,-0.024736493825912476
18,0.9472642339999879,64.652288,2.624753952026367,0.03566386178135872,0.6618648171424866,2.4638671875,0.2221587598323822,0.0,0.515090823173523,0.024457355961203575,0.9128011465072632,0.0,0.0,0.0,0.29164570569992065,0.13936787843704224,0.02268223464488983,0.0,15.0,0.0,0.0,15.0,0.0,15.0,0.30726369222005206,0.2350938469171524,1.373779296875,0.2383195956548055,0.02069430301586787,-0.01960444450378418
19,0.9761646350000319,64.652288,2.8610942363739014,0.01199075486510992,0.389193594455719,2.4521484375,0.245528906583786,0.0,0.5165963172912598,0.02650774084031582,0.89697265625,0.0,0.0,0.0,0.12116708606481552,0.13674026727676392,0.0430087074637413,0.0,18.0,0.0,0.0,18.0,0.0,18.0,0.30907519658406574,0.24539750814437866,1.6422119140625,0.23929089307785034,0.020569290965795517,-0.03160973638296127
20,0.9317825699999958,64.652288,3.0375680923461914,-0.005941477138549089,0.5965578556060791,2.44921875,0.2637522518634796,0.0,0.5075933337211609,0.02564678154885769,0.8838704824447632,0.0,0.0,0.0,0.12429395318031311,0.16470205783843994,0.017465922981500626,0.0,6.0,0.0,0.0,6.0,0.0,6.0,0.30890486637751263,0.24403831362724304,1.9845377604166667,0.2387111783027649,0.020494690785805385,-0.03228245675563812
21,0.9408751789999883,64.652288,3.073296546936035,-0.009024348109960556,0.8555994033813477,2.4482421875,0.2674606442451477,0.0,0.49774014949798584,0.02337997779250145,0.8813883662223816,0.0,0.0,0.0,0.16116541624069214,0.22852478921413422,0.010035837069153786,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.3073466221491496,0.24388128519058228,2.0663248697916665,0.23692933718363443,0.02046270544330279,-0.0321594774723053
22,0.9380350280000016,64.652288,2.9913625717163086,-0.000406700128223747,0.7061063647270203,2.4462890625,0.25909265875816345,0.0,0.48585742712020874,0.020616069436073303,0.8809000849723816,0.0,0.0,0.0,0.17197367548942566,0.3363286852836609,0.014099642634391785,0.0,2.0,0.0,0.0,2.0,0.0,2.0,0.30551040172576904,0.24410924315452576,2.0840657552083335,0.23494458198547363,0.020462659498055775,-0.0323045551776886
23,0.9678661209999859,64.652288,2.8551347255706787,0.013450346887111664,0.91730797290802,2.4453125,0.2454206645488739,0.0,0.47351664304733276,0.01797962561249733,0.8806559443473816,0.0,0.0,0.0,0.1594160497188568,0.5012749433517456,0.012237077578902245,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.30381298065185547,0.24557992815971375,2.0790608723958335,0.2332500418027242,0.020459182560443878,-0.03249310702085495
24,0.9349970140000323,64.652288,2.7803313732147217,0.021813856437802315,0.8211356401443481,2.4443359375,0.2376951277256012,0.0,0.4643279016017914,0.016091661527752876,0.8802490234375,0.0,0.0,0.0,0.14371511340141296,0.7515437602996826,0.01577821373939514,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.30217089255650836,0.24762454628944397,2.076171875,0.23150561253229776,0.02045462280511856,-0.03271443396806717
25,0.959971228000029,64.652288,2.7638299465179443,0.02470090612769127,0.7771298885345459,2.44140625,0.23541001975536346,0.0,0.45786726474761963,0.01491079293191433,0.8802897334098816,0.0,0.0,0.0,0.13545098900794983,1.1347198486328125,0.025759918615221977,0.0,3.0,0.0,0.0,3.0,0.0,3.0,0.3007854421933492,0.23935367166996002,2.0487874348958335,0.23004730542500815,0.02047319958607356,-0.03289291262626648
