iter,t_iter_s,peak_mem_mb,loss,vx,grad_norm,terrain_level,loss_v,loss_clear,loss_gproj,loss_tilt,tilt_frac_active,loss_fq,loss_fres,foot_res_abs_mean,loss_omega,loss_ctrl,loss_yaw,mean_abs_yaw_cmd,n_falls,n_timeouts,n_move_up,n_move_down,n_fall_height,n_fall_tilt,mean_base_h,min_base_h,mean_n_contact,mean_base_z,mean_foot_clear,min_foot_clear
0,2.004358323999895,99.445248,1.740729808807373,0.0923430472612381,0.6791708469390869,2.4853515625,0.16928939521312714,0.0,0.0003514768905006349,0.0,0.0,0.0,0.0,0.0,0.3240155875682831,0.018280930817127228,2.712254354264587e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3379865884780884,0.29612886905670166,2.9146728515625,0.2570551832516988,0.019998328139384586,-0.106753408908844
1,0.9178567449998809,100.07296,1.6000580787658691,0.1117226630449295,0.6174619197845459,2.4853515625,0.15483757853507996,0.0,0.0007633612840436399,0.0,0.0,0.0,0.0,0.0,0.044330012053251266,0.06535480916500092,8.057830564212054e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.337173859278361,0.2927873432636261,3.8601481119791665,0.2561730941136678,0.021263904869556427,-0.07450991868972778
2,0.9239280849997158,100.07296,1.340021014213562,0.1479720175266266,0.5910277366638184,2.4853515625,0.12776117026805878,0.0,0.000870993360877037,0.0,0.0,0.0,0.0,0.0,0.047592755407094955,0.23360422253608704,0.00018442461441736668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33592156569163006,0.2924278676509857,3.8965657552083335,0.2548062801361084,0.021278217434883118,-0.052942097187042236
3,0.9236516279997886,100.07296,0.9367075562477112,0.21235111355781555,0.5051320791244507,2.4853515625,0.08590259402990341,0.0,0.0009694583131931722,0.0,0.0,0.0,0.0,0.0,0.04978923127055168,0.6061866283416748,0.0003574699512682855,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3364419937133789,0.2963298559188843,3.878173828125,0.25525768597920734,0.021223172545433044,-0.02929536998271942
4,0.9244357289999243,100.07296,0.5222355127334595,0.3014748692512512,0.32160723209381104,2.4853515625,0.04216543957591057,0.0,0.001131382305175066,0.0,0.0,0.0,0.0,0.0,0.03975094109773636,1.2889410257339478,0.0006078711594454944,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33724522590637207,0.3029046952724457,3.8657633463541665,0.2560607393582662,0.02114352583885193,-0.03411686420440674
5,0.9280016069997146,100.07296,0.24778872728347778,0.4078730642795563,0.11351893097162247,2.4853515625,0.011283494532108307,0.0,0.0012276745401322842,0.0,0.0,0.0,0.0,0.0,0.025548547506332397,2.364703416824341,0.00090429512783885,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3371893564860026,0.29942941665649414,3.8577067057291665,0.25598575671513873,0.021010940273602802,-0.043817341327667236
6,0.9258670090002852,100.07296,0.21125315129756927,0.5135674476623535,0.1901107281446457,2.4853515625,0.0032575312070548534,0.0,0.0011743891518563032,0.0,0.0,0.0,0.0,0.0,0.03160690888762474,3.801755905151367,0.0011706901714205742,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33544894059499103,0.29361724853515625,3.8474934895833335,0.254276176293691,0.02087576190630595,-0.054182589054107666
7,0.9279133109998838,100.07296,0.33757925033569336,0.591383695602417,0.3784121870994568,2.4853515625,0.011263443157076836,0.0,0.001139252446591854,0.0,0.0,0.0,0.0,0.0,0.07192102074623108,4.930075645446777,0.0013069077394902706,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.331080694993337,0.2846458852291107,3.7522379557291665,0.24986326694488525,0.020719246317942936,-0.06374871730804443
8,0.93135232800023,100.07296,0.4315771162509918,0.6185123920440674,0.44577786326408386,2.4853515625,0.016781369224190712,0.0,0.0015258638886734843,0.0,0.0,0.0,0.0,0.0,0.16432920098304749,5.350793361663818,0.0012711337767541409,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3227810462315877,0.26277416944503784,3.2731526692708335,0.2415255308151245,0.02056884765625,-0.06909257173538208
9,0.917016526000225,100.07296,0.49363866448402405,0.6297087669372559,0.45291462540626526,2.4853515625,0.019492721185088158,0.0,0.0033228336833417416,0.0,0.0,0.0,0.0,0.0,0.4692908227443695,5.224268913269043,0.0011605474865064025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3112766742706299,0.2508901059627533,3.2162272135416665,0.23005902767181396,0.020498478164275486,-0.0729295015335083
