iter,t_iter_s,peak_mem_mb,loss,vx,grad_norm,terrain_level,loss_v,loss_clear,n_falls,n_timeouts,n_move_up,n_move_down,n_fall_height,n_fall_tilt,mean_base_h,min_base_h,mean_n_contact,mean_base_z,mean_foot_clear,min_foot_clear
0,2.891855210000017,170.1376,6.942976951599121,0.09164026379585266,0.17740574479103088,2.47607421875,0.6871086955070496,0.0026460865046828985,0.0,0.0,0.0,0.0,0.0,0.0,0.33805084228515625,0.2967381477355957,2.9041951497395835,0.2738078832626343,0.020080820967753727,-0.10698968172073364
1,1.199496508999971,172.403712,6.872713088989258,0.06879384070634842,0.15664736926555634,2.47607421875,0.6804823279380798,0.002713784109801054,0.0,0.0,0.0,0.0,0.0,0.0,0.33710912863413495,0.2958361506462097,3.7104899088541665,0.27280159791310626,0.021390363574028015,-0.09698158502578735
2,1.1891929709999545,172.403712,6.764537334442139,-0.007799833081662655,0.1140851154923439,2.47607421875,0.6694624423980713,0.0028101177886128426,0.0,0.0,0.0,0.0,0.0,0.0,0.334752360979716,0.29578492045402527,3.6585693359375,0.27046000957489014,0.021453142166137695,-0.09697896242141724
3,1.19451798099999,172.403712,6.766933441162109,-0.09287585318088531,0.23456640541553497,2.47607421875,0.6695812940597534,0.00282868929207325,0.0,0.0,0.0,0.0,0.0,0.0,0.3335690100987752,0.27792736887931824,3.6382039388020835,0.269239604473114,0.021506845951080322,-0.09696942567825317
4,1.1857210900000155,172.403712,6.842851638793945,-0.15650111436843872,0.2704930603504181,2.47607421875,0.6770343780517578,0.002843921771273017,1.0,0.0,0.0,1.0,0.0,1.0,0.33300095796585083,0.2886989116668701,3.7934773763020835,0.2686128815015157,0.021581587692101795,-0.09693580865859985
5,1.1885051620000127,172.403712,6.846013069152832,-0.17370973527431488,0.377890020608902,2.47607421875,0.6771919131278992,0.002856443403288722,0.0,0.0,0.0,0.0,0.0,0.0,0.33251291513442993,0.29594650864601135,3.86199951171875,0.2681317726771037,0.021628427008787792,-0.09688025712966919
6,1.1929933700000106,172.403712,6.6967363357543945,-0.14236536622047424,0.3042449951171875,2.47607421875,0.661984384059906,0.0028843190521001816,0.0,0.0,0.0,0.0,0.0,0.0,0.3320533831914266,0.2949717342853546,3.8748372395833335,0.2676631013552348,0.021662930647532146,-0.09683161973953247
7,1.1952637040000127,172.404224,6.503461837768555,-0.06770794838666916,0.2578464448451996,2.47607421875,0.6423227787017822,0.002939478261396289,0.0,0.0,0.0,0.0,0.0,0.0,0.3318226933479309,0.2949601113796234,3.85693359375,0.2674133777618408,0.021697635451952618,-0.096804678440094
8,1.1963887489999934,172.404224,6.434271335601807,0.03497316688299179,0.22737891972064972,2.47607421875,0.634986400604248,0.002988409949466586,0.0,0.0,0.0,0.0,0.0,0.0,0.3322383761405945,0.2955664098262787,3.8234456380208335,0.26781249046325684,0.021722277005513508,-0.09684044122695923
9,1.202062127999966,172.404224,6.612475395202637,0.14004401862621307,0.41166192293167114,2.47607421875,0.6525238156318665,0.0029833342414349318,0.0,0.0,0.0,0.0,0.0,0.0,0.3333151737848918,0.2946901321411133,3.8156941731770835,0.2689160505930583,0.021664045751094818,-0.09690231084823608
