iter,t_iter_s,peak_mem_mb,loss,vx,grad_norm,terrain_level,loss_v,loss_clear,loss_gproj,loss_tilt,tilt_frac_active,loss_omega,loss_ctrl,loss_yaw,mean_abs_yaw_cmd,n_falls,n_timeouts,n_move_up,n_move_down,n_fall_height,n_fall_tilt,mean_base_h,min_base_h,mean_n_contact,mean_base_z,mean_foot_clear,min_foot_clear
0,1.9742186999999944,63.990272,1.7410739660263062,0.09229016304016113,0.6792390942573547,2.4853515625,0.16932359337806702,0.0,0.00035163210122846067,0.0,0.0,0.3240351378917694,0.018281951546669006,2.7151419999427162e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33798670768737793,0.29612886905670166,2.9091796875,0.25705426931381226,0.019998806218306225,-0.10674935579299927
1,0.8873211230000209,64.617984,1.600324034690857,0.11167933791875839,0.6175453066825867,2.4853515625,0.1548645943403244,0.0,0.0007632269407622516,0.0,0.0,0.04435157775878906,0.06503142416477203,8.083141437964514e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33717187245686847,0.2927876114845276,3.8599853515625,0.25617114702860516,0.021264563004175823,-0.07450991868972778
2,0.893118856000001,64.617984,1.3405365943908691,0.14789919555187225,0.5912997722625732,2.4853515625,0.12781324982643127,0.0,0.0008695697761140764,0.0,0.0,0.04753590747714043,0.23302249610424042,0.00018508959328755736,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33591894308725995,0.2924324572086334,3.8918863932291665,0.2548039158185323,0.021275512874126434,-0.05243164300918579
3,0.894648372000006,64.617984,0.9370787739753723,0.21229833364486694,0.5052724480628967,2.4853515625,0.08593982458114624,0.0,0.0009677056223154068,0.0,0.0,0.049924030900001526,0.6059033274650574,0.00035854941233992577,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3364396890004476,0.296333909034729,3.8770345052083335,0.2552555799484253,0.02122372140487035,-0.029289565980434418
4,0.8941836340000009,64.617984,0.5224189162254333,0.3014356791973114,0.3216908574104309,2.4853515625,0.04218341037631035,0.0,0.0011316657764837146,0.0,0.0,0.04005170613527298,1.2895467281341553,0.0006095438729971647,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3372457027435303,0.3028557598590851,3.8643798828125,0.256059189637502,0.021145497759183247,-0.03401845693588257
5,0.8972282800000073,64.617984,0.24788565933704376,0.40782949328422546,0.11329126358032227,2.4853515625,0.011294487863779068,0.0,0.0012304927222430706,0.0,0.0,0.025697916746139526,2.3640799522399902,0.00090705172624439,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33718780676523846,0.29939284920692444,3.8572591145833335,0.2559852600097656,0.021011946101983387,-0.043764472007751465
6,0.8990167099999837,64.617984,0.2112191617488861,0.5135166049003601,0.18999841809272766,2.4853515625,0.003257465548813343,0.0,0.0011777941836044192,0.0,0.0,0.031649209558963776,3.8004214763641357,0.0011744863586500287,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3354509671529134,0.2935751974582672,3.8466389973958335,0.25427810351053876,0.02087511122226715,-0.05410236120223999
7,0.8984720869999876,64.617984,0.3374089300632477,0.591293215751648,0.3781881630420685,2.4853515625,0.011251015588641167,0.0,0.0011427851859480143,0.0,0.0,0.07189495116472244,4.92787504196167,0.0013113472377881408,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3310850262641907,0.2845909893512726,3.7519938151041665,0.24986759821573892,0.02071969583630562,-0.06363910436630249
8,0.9007117080000171,64.617984,0.4313214123249054,0.6184093356132507,0.4455370306968689,2.4853515625,0.016760896891355515,0.0,0.0015278439968824387,0.0,0.0,0.1642528623342514,5.348137855529785,0.0012757565127685666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3227858940760295,0.26268282532691956,3.27978515625,0.2415324846903483,0.020567296693722408,-0.06902366876602173
9,0.8900277109999877,64.617984,0.4933754801750183,0.6295735836029053,0.45239078998565674,2.4853515625,0.019472043961286545,0.0,0.0033210429828613997,0.0,0.0,0.46890711784362793,5.222001552581787,0.0011646915227174759,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31128660837809247,0.25026270747184753,3.2100016276041665,0.23006874322891235,0.020498371372620266,-0.07289350032806396
10,0.901762151000014,64.617984,0.5811310410499573,0.6497094631195068,0.5321353077888489,2.4853515625,0.024973735213279724,0.0,0.009045167826116085,0.0,0.0,1.084043025970459,4.725364685058594,0.0011157117551192641,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.29891600211461383,0.2427247166633606,3.2025960286458335,0.21775309244791666,0.02040322870016098,-0.07407569885253906
