iter,t_iter_s,peak_mem_mb,loss,vx,grad_norm,terrain_level,loss_v,loss_clear,loss_gproj,loss_tilt,tilt_frac_active,loss_omega,loss_ctrl,loss_yaw,mean_abs_yaw_cmd,n_falls,n_timeouts,n_move_up,n_move_down,n_fall_height,n_fall_tilt,mean_base_h,min_base_h,mean_n_contact,mean_base_z,mean_foot_clear,min_foot_clear
0,0.7185474240000076,2.134528,7.174680709838867,0.096063032746315,0.7491111755371094,nan,0.7106791734695435,0.0,9.405805030837655e-05,0.0,0.0,0.7478060722351074,0.018662959337234497,0.0003205443499609828,0.5488320589065552,0.0,0.0,nan,nan,0.0,0.0,0.33809057871500653,0.335358202457428,2.4453125,0.33809057871500653,0.021420910954475403,0.01166398823261261
1,0.37750323700004174,3.18208,7.079353332519531,0.08615673333406448,0.37336233258247375,nan,0.7013005018234253,0.0,0.00031975473393686116,0.0,0.0,0.4098549783229828,0.10553767532110214,0.002178223105147481,0.5488320589065552,0.0,0.0,nan,nan,0.0,0.0,0.33734508355458576,0.33560284972190857,3.4296875,0.33734508355458576,0.023020895818869274,0.023009702563285828
2,0.3770226020000109,3.18208,6.834182262420654,0.020972225815057755,0.43208810687065125,nan,0.6760637164115906,0.0,0.0003620927163865417,0.0,0.0,0.40199464559555054,0.2704227864742279,0.005858489312231541,0.5488320589065552,0.0,0.0,nan,nan,0.0,0.0,0.33503488699595135,0.33406367897987366,3.1328125,0.33503488699595135,0.02301270266373952,0.02300839126110077
3,0.3770397350000394,3.18208,6.683127403259277,-0.0723298043012619,0.3880283236503601,nan,0.6606231927871704,0.0,0.00036401962279342115,0.0,0.0,0.4162280559539795,0.4785170257091522,0.01136032771319151,0.5488320589065552,0.0,0.0,nan,nan,0.0,0.0,0.3343406518300374,0.33377835154533386,3.3072916666666665,0.3343406518300374,0.023023414115111034,0.023008905351161957
4,0.37849097900004836,3.18208,6.730498313903809,-0.1704605519771576,0.7542363405227661,nan,0.6661108732223511,0.0,0.00039106328040361404,0.0,0.0,0.44275256991386414,0.6480095386505127,0.018732856959104538,0.5488320589065552,0.0,0.0,nan,nan,0.0,0.0,0.3340394099553426,0.3334995210170746,3.2109375,0.3340394099553426,0.02306716392437617,0.023028269410133362
5,0.37899325600005795,3.18208,6.930642604827881,-0.2555115222930908,1.0728884935379028,nan,0.68634033203125,0.0,0.0005773050943389535,0.0,0.0,0.47342318296432495,0.7774588465690613,0.02807505428791046,0.5488320589065552,0.0,0.0,nan,nan,0.0,0.0,0.33322946230570477,0.3323264718055725,3.390625,0.33322946230570477,0.023115659753481548,0.02307841181755066
6,0.3796216819999927,3.18208,7.207218170166016,-0.3142887353897095,0.9877989888191223,nan,0.7136538028717041,0.0,0.0009684489341452718,0.0,0.0,0.49388954043388367,0.8709258437156677,0.03947002440690994,0.5488320589065552,0.0,0.0,nan,nan,0.0,0.0,0.3317063848177592,0.33030933141708374,3.8932291666666665,0.3317063848177592,0.023172895113627117,0.02313770353794098
7,0.3841320020000012,3.18208,7.311831951141357,-0.32634037733078003,0.6267138123512268,nan,0.7236945629119873,0.0,0.0015980075113475323,0.0,0.0,0.4996274411678314,0.9423901438713074,0.052936553955078125,0.5488320589065552,0.0,0.0,nan,nan,0.0,0.0,0.3295175035794576,0.32758042216300964,4.0,0.3295175035794576,0.023235705991586048,0.02319851517677307
8,0.38062471100010953,3.18208,7.192861080169678,-0.2890332341194153,0.6683264970779419,nan,0.7114129066467285,0.0,0.0024174153804779053,0.0,0.0,0.48944228887557983,0.9975748062133789,0.06838777661323547,0.5488320589065552,0.0,0.0,nan,nan,0.0,0.0,0.32670003175735474,0.32443010807037354,4.0,0.32670003175735474,0.023294230302174885,0.02326076477766037
9,0.3806542439999703,3.18208,6.973235130310059,-0.20917290449142456,0.6331185698509216,nan,0.6880332827568054,0.0,0.003356575034558773,0.0,0.0,0.45810937881469727,1.028356909751892,0.08559026569128036,0.5488320589065552,0.0,0.0,nan,nan,0.0,0.0,0.32375959555308026,0.3215596675872803,3.7682291666666665,0.32375959555308026,0.023340115944544475,0.023312166333198547
10,0.3794880809999768,3.18208,6.832786560058594,-0.10483229160308838,0.7748655080795288,nan,0.673456072807312,0.0,0.004246661439538002,0.0,0.0,0.4197150468826294,1.0956823825836182,0.10427578538656235,0.5488320589065552,0.0,0.0,nan,nan,0.0,0.0,0.321538249651591,0.3198391795158386,3.6770833333333335,0.321538249651591,0.023367191354433697,0.023344680666923523
