iter,t_iter_s,peak_mem_mb,loss,vx,grad_norm,terrain_level,loss_v,loss_clear,loss_gproj,loss_omega,loss_ctrl,loss_yaw,mean_abs_yaw_cmd,n_falls,n_timeouts,n_move_up,n_move_down,n_fall_height,n_fall_tilt,mean_base_h,min_base_h,mean_n_contact,mean_base_z,mean_foot_clear,min_foot_clear
0,0.6898500789999957,2.134528,7.174678802490234,0.096063032746315,0.7491112351417542,nan,0.7106791734695435,0.0,9.405805030837655e-05,0.7478060722351074,0.018662959337234497,0.0003205443499609828,0.5488320589065552,0.0,0.0,nan,nan,0.0,0.0,0.33809057871500653,0.335358202457428,2.390625,0.33809057871500653,0.021420910954475403,0.01166398823261261
1,0.3610211760000084,3.181056,7.0798115730285645,0.08614644408226013,0.3736742436885834,nan,0.7013462781906128,0.0,0.00031977955950424075,0.41010984778404236,0.10554178804159164,0.0021784943528473377,0.5488320589065552,0.0,0.0,nan,nan,0.0,0.0,0.33734556039174396,0.3356037735939026,3.1822916666666665,0.33734556039174396,0.023020875950654347,0.023009896278381348
2,0.36225861600001963,3.181056,6.833859443664551,0.02093382366001606,0.4062647521495819,nan,0.6760319471359253,0.0,0.0003628800332080573,0.4020344913005829,0.27020567655563354,0.00585932657122612,0.5488320589065552,0.0,0.0,nan,nan,0.0,0.0,0.3350377877553304,0.33406707644462585,3.3151041666666665,0.3350377877553304,0.02301268031199773,0.023008495569229126
3,0.36060556099999985,3.181056,6.682521820068359,-0.07281476259231567,0.3879239857196808,nan,0.6605757474899292,0.0,0.00036975921830162406,0.41549134254455566,0.4764138162136078,0.011360885575413704,0.5488320589065552,0.0,0.0,nan,nan,0.0,0.0,0.33435821533203125,0.33380669355392456,3.0546875,0.33435821533203125,0.023022539913654327,0.023008912801742554
4,0.3618739469999923,3.181056,6.732067108154297,-0.171614870429039,0.7556851506233215,nan,0.6662838459014893,0.0,0.00040881335735321045,0.4405324161052704,0.6439970135688782,0.018727991729974747,0.5488320589065552,0.0,0.0,nan,nan,0.0,0.0,0.3340916633605957,0.333564430475235,3.0182291666666665,0.3340916633605957,0.023065656423568726,0.023027464747428894
5,0.3621311009999886,3.181056,6.935922145843506,-0.25693562626838684,1.0727258920669556,nan,0.6868850588798523,0.0,0.0006115971482358873,0.4687679708003998,0.771733283996582,0.02804700843989849,0.5488320589065552,0.0,0.0,nan,nan,0.0,0.0,0.3333263595898946,0.33245790004730225,3.484375,0.3333263595898946,0.023116568724314373,0.023073449730873108
6,0.3626816880000092,3.181056,7.205704212188721,-0.31436657905578613,0.9888626337051392,nan,0.7135199308395386,0.0,0.0010199779644608498,0.4877510964870453,0.8643012046813965,0.03938128799200058,0.5488320589065552,0.0,0.0,nan,nan,0.0,0.0,0.33185174067815143,0.3304734528064728,3.7369791666666665,0.33185174067815143,0.023175192375977833,0.023136824369430542
7,0.3632291979999991,3.181056,7.29890251159668,-0.3248404264450073,0.6285409331321716,nan,0.7224202156066895,0.0,0.0016614357009530067,0.49370071291923523,0.9363483190536499,0.05274846404790878,0.5488320589065552,0.0,0.0,nan,nan,0.0,0.0,0.329700509707133,0.32778117060661316,3.9296875,0.329700509707133,0.023238398134708405,0.023201778531074524
8,0.36277952899996535,3.181056,7.176333904266357,-0.28602147102355957,0.6820617318153381,nan,0.7097840309143066,0.0,0.0024840119294822216,0.48272499442100525,0.9928519129753113,0.06807120144367218,0.5488320589065552,0.0,0.0,nan,nan,0.0,0.0,0.32693058252334595,0.32464197278022766,4.0,0.32693058252334595,0.023296865324179333,0.023262985050678253
9,0.36249360199997227,3.181056,6.954788684844971,-0.20485687255859375,0.6255199909210205,nan,0.6862167119979858,0.0,0.0034065318759530783,0.4521258473396301,1.0273807048797607,0.08515040576457977,0.5488320589065552,0.0,0.0,nan,nan,0.0,0.0,0.32406588395436603,0.32185378670692444,3.5807291666666665,0.32406588395436603,0.02334214250246684,0.023315370082855225
10,0.3650891450000131,3.181056,6.814511299133301,-0.09880611300468445,0.7773000597953796,nan,0.6716748476028442,0.0,0.004266871139407158,0.4154523015022278,1.0966901779174805,0.10374054312705994,0.5488320589065552,0.0,0.0,nan,nan,0.0,0.0,0.3219611644744873,0.3202853798866272,3.5651041666666665,0.3219611644744873,0.023367812236150105,0.02334637939929962
11,0.35966660999997657,3.181056,6.867250919342041,0.012202749028801918,1.1597154140472412,nan,0.6769298315048218,0.0,0.004820923320949078,0.3896481394767761,1.25057053565979,0.12374909967184067,0.5488320589065552,0.0,0.0,nan,nan,0.0,0.0,0.32119208574295044,0.319957435131073,3.6041666666666665,0.32119208574295044,0.023371597131093342,0.0233444944024086
12,0.3614873829999965,3.181056,7.115072250366211,0.1172228455543518,1.142942190170288,nan,0.7015587687492371,0.0,0.004980252590030432,0.3979751467704773,1.5041286945343018,0.14523077011108398,0.5488320589065552,0.0,0.0,nan,nan,0.0,0.0,0.3216346303621928,0.32011646032333374,3.9192708333333335,0.3216346303621928,0.023355332513650257,0.0233139768242836
13,0.3596500279999759,3.181056,7.476624488830566,0.20944488048553467,1.006250023841858,nan,0.7368968725204468,0.0,0.005039270035922527,0.45308566093444824,1.872363567352295,0.16827285289764404,0.5488320589065552,0.0,0.0,nan,nan,0.0,0.0,0.32259031136830646,0.3208281099796295,3.8515625,0.32259031136830646,0.02332121878862381,0.023267224431037903
14,0.3615383940000356,3.181056,7.826267719268799,0.27755898237228394,0.7843547463417053,nan,0.7712529897689819,0.0,0.005656152032315731,0.536769688129425,2.35034441947937,0.19308888912200928,0.5488320589065552,0.0,0.0,nan,nan,0.0,0.0,0.32335219780604046,0.321693480014801,3.9973958333333335,0.32335219780604046,0.0232696533203125,0.02320365607738495
15,0.3655912380000359,3.181056,8.022344589233398,0.309407114982605,0.9923508763313293,nan,0.789333701133728,0.0,0.007448868360370398,0.6162192821502686,2.9869704246520996,0.21993160247802734,0.5488320589065552,0.0,0.0,nan,nan,0.0,0.0,0.3235836426417033,0.3222992718219757,4.0,0.3235836426417033,0.023201413452625275,0.02312599867582321
16,0.3633313029999954,3.181056,7.976336479187012,0.30107206106185913,1.1228235960006714,nan,0.7829592227935791,0.0,0.010758686810731888,0.669977068901062,3.6901607513427734,0.2489539235830307,0.5488320589065552,0.0,0.0,nan,nan,0.0,0.0,0.3231120506922404,0.32173022627830505,3.5260416666666665,0.3231120506922404,0.023119784891605377,0.02304091304540634
17,0.36235747199998514,3.181056,7.695338726043701,0.2547832727432251,1.385698676109314,nan,0.753722608089447,0.0,0.01565736159682274,0.7298533320426941,4.346982002258301,0.28025561571121216,0.5488320589065552,0.0,0.0,nan,nan,0.0,0.0,0.32191359996795654,0.3202067017555237,3.0755208333333335,0.32191359996795654,0.023034992317358654,0.022959023714065552
18,0.36185825400002614,3.181056,7.341996192932129,0.1887085735797882,1.5888698101043701,nan,0.716819167137146,0.0,0.022732015699148178,0.8328396677970886,5.032238960266113,0.3135833144187927,0.5488320589065552,0.0,0.0,nan,nan,0.0,0.0,0.3207104603449504,0.31900182366371155,3.0026041666666665,0.3207104603449504,0.022959883014361065,0.02288486808538437
19,0.36043554299999414,3.181056,7.051120758056641,0.11842645704746246,1.3866729736328125,nan,0.6858392953872681,0.0,0.03219785913825035,0.8247336149215698,5.550127983093262,0.34853965044021606,0.5488320589065552,0.0,0.0,nan,nan,0.0,0.0,0.3199242353439331,0.3181491494178772,3.1640625,0.3199242353439331,0.022895025710264843,0.022828079760074615
20,0.36128551099994866,3.181056,6.854862689971924,0.0503048300743103,1.1381784677505493,nan,0.6648095846176147,0.0,0.04298698902130127,0.7387129664421082,5.915962219238281,0.38487476110458374,0.5488320589065552,0.0,0.0,nan,nan,0.0,0.0,0.31928757826487225,0.3173447847366333,2.9713541666666665,0.31928757826487225,0.022849924862384796,0.022795550525188446
21,0.35870057300002145,3.181056,6.762126445770264,-0.011409131810069084,0.6712775826454163,nan,0.6549481749534607,0.0,0.05384194105863571,0.6545988321304321,6.102560997009277,0.4224778115749359,0.5488320589065552,0.0,0.0,nan,nan,0.0,0.0,0.3186965783437093,0.3167984187602997,2.7890625,0.3186965783437093,0.022831487158934276,0.022790923714637756
22,0.3580536390000475,3.181056,6.771143436431885,-0.061398908495903015,0.8856953382492065,nan,0.6548039317131042,0.0,0.06355013698339462,0.5844000577926636,6.11320686340332,0.46144604682922363,0.5488320589065552,0.0,0.0,nan,nan,0.0,0.0,0.31846968332926434,0.31669461727142334,2.3255208333333335,0.31846968332926434,0.022843291362126667,0.022793836891651154
23,0.35832056499998544,3.181056,6.8618693351745605,-0.09775233268737793,1.445664405822754,nan,0.6633073091506958,0.0,0.07060299813747406,0.5163671374320984,6.3334808349609375,0.5020164251327515,0.5488320589065552,0.0,0.0,nan,nan,0.0,0.0,0.3189215461413066,0.3166491985321045,2.1536458333333335,0.3189215461413066,0.022880834837754566,0.02281976491212845
