iter,t_iter_s,peak_mem_mb,loss,vx,grad_norm,terrain_level,loss_v,loss_clear,n_falls,n_timeouts
0,0.7926477490000252,2.221056,1.6688196659088135,0.09679216891527176,0.6992163062095642,nan,0.16269396245479584,0.0,0.0,0.0
1,0.4593138220000128,3.266048,1.4652783870697021,0.1243354007601738,0.6384987235069275,nan,0.14146220684051514,0.0,0.0,0.0
2,0.46924287100000583,3.266048,1.2004691362380981,0.16400688886642456,0.6051492094993591,nan,0.1134587749838829,0.0,0.0,0.0
3,0.45371003100001417,3.266048,0.8238898515701294,0.22894838452339172,0.5342466235160828,nan,0.07425488531589508,0.0,0.0,0.0
4,0.4409328790000018,3.266048,0.4452775716781616,0.3170485496520996,0.29914310574531555,nan,0.034362152218818665,0.0,0.0,0.0
5,0.4411495049999985,3.266048,0.1980697363615036,0.41944921016693115,0.1041078194975853,nan,0.007493168115615845,0.0,0.0,0.0
6,0.4433781289999388,3.266048,0.1689295470714569,0.5212054252624512,0.19345977902412415,nan,0.0014605519827455282,0.0,0.0,0.0
7,0.4435340869999891,3.266048,0.3076516389846802,0.5916156768798828,0.37005355954170227,nan,0.009058243595063686,0.0,0.0,0.0
8,0.4432396989999461,3.266048,0.41547247767448425,0.6142115592956543,0.42217227816581726,nan,0.013866121880710125,0.0,0.0,0.0
9,0.4423438050000641,3.266048,0.481673002243042,0.62586909532547,0.40281808376312256,nan,0.017131108790636063,0.0,0.0,0.0
10,0.4499638690000438,3.266048,0.5702933669090271,0.6482120752334595,0.5135508179664612,nan,0.023400157690048218,0.0,0.0,0.0
11,0.44246725899995454,3.266048,0.6408584117889404,0.6725289821624756,0.567777693271637,nan,0.030806604772806168,0.0,0.0,0.0
12,0.4497157339999376,3.266048,0.7051748037338257,0.6893361806869507,0.5650051832199097,nan,0.03632326051592827,0.0,0.0,0.0
13,0.4491300699999101,3.266048,0.8337586522102356,0.7096378207206726,0.5727007389068604,nan,0.04427994787693024,0.0,0.0,0.0
14,0.45596126499992806,3.266048,1.1715656518936157,0.6089587211608887,0.35824084281921387,nan,0.06844373047351837,0.0,0.0,0.0
15,0.4484117190000916,3.266048,5.13698673248291,-0.18002821505069733,2.647369146347046,nan,0.47164636850357056,0.0,0.0,0.0
16,0.45102540499999577,3.266048,5.203169345855713,-0.18787193298339844,2.8286967277526855,nan,0.47612184286117554,0.0,0.0,0.0
17,0.4507486830000289,3.266048,3.25724196434021,-0.030587213113904,2.069443941116333,nan,0.2848435044288635,0.0,0.0,0.0
18,0.4498590130000366,3.266048,2.469240665435791,0.048853885382413864,1.4818345308303833,nan,0.20577731728553772,0.0,0.0,0.0
19,0.44916786500004946,3.266048,2.6921627521514893,0.02675425447523594,1.483551025390625,nan,0.2264949530363083,0.0,0.0,0.0
20,0.45395315300004313,3.266048,2.9495270252227783,0.0010629469761624932,1.5933641195297241,nan,0.25153228640556335,0.0,0.0,0.0
21,0.4676483679999137,3.266048,3.1187655925750732,-0.016438908874988556,1.5527970790863037,nan,0.26909881830215454,0.0,0.0,0.0
22,0.4994683969999869,3.266048,3.1646721363067627,-0.02018478326499462,1.3470966815948486,nan,0.27282875776290894,0.0,0.0,0.0
23,0.4668089610000834,3.266048,3.033360719680786,-0.008110743016004562,1.2689826488494873,nan,0.26021549105644226,0.0,0.0,0.0
24,0.46419659699995464,3.266048,2.8757290840148926,0.00737209664657712,1.1769238710403442,nan,0.24455921351909637,0.0,0.0,0.0
25,0.4779420280000295,3.266048,2.80207896232605,0.014855777844786644,1.1668959856033325,nan,0.23701773583889008,0.0,0.0,0.0
26,0.457103820000043,3.266048,2.8118038177490234,0.01510818675160408,1.1718661785125732,nan,0.23661568760871887,0.0,0.0,0.0
27,0.483577435999905,3.266048,2.8485403060913086,0.011076689697802067,1.2652621269226074,nan,0.24030721187591553,0.0,0.0,0.0
28,0.4868491580000409,3.266048,2.9356462955474854,0.004023730754852295,1.286221981048584,nan,0.24717411398887634,0.0,0.0,0.0
29,0.45842435099996237,3.266048,3.0236964225769043,-0.0030407211743295193,1.3572633266448975,nan,0.2541767358779907,0.0,0.0,0.0
30,0.46210556899995936,3.266048,3.1159353256225586,-0.010786897502839565,1.3329415321350098,nan,0.26211756467819214,0.0,0.0,0.0
31,0.4707684349999681,3.266048,3.19748854637146,-0.015862755477428436,0.9831507205963135,nan,0.2679139971733093,0.0,0.0,0.0
32,0.49625104500000816,3.266048,3.25887131690979,-0.017726263031363487,0.7775411009788513,nan,0.27094799280166626,0.0,0.0,0.0
33,0.4517110240000193,3.266048,3.0736732482910156,0.006090686656534672,0.7678465843200684,nan,0.24934391677379608,0.0,0.0,0.0
34,0.44618027400008486,3.266048,2.8745222091674805,0.03302866593003273,0.6362050771713257,nan,0.22611495852470398,0.0,0.0,0.0
35,0.4424098079999794,3.266048,2.7773051261901855,0.04880703613162041,0.6273883581161499,nan,0.21240019798278809,0.0,0.0,0.0
36,0.45430319000001873,3.266048,2.821563720703125,0.047506578266620636,0.42955151200294495,nan,0.21386584639549255,0.0,0.0,0.0
37,0.45326221199991323,3.266048,2.9754581451416016,0.03191971778869629,0.33688342571258545,nan,0.2280183732509613,0.0,0.0,0.0
38,0.49911996599996655,3.266048,3.0525896549224854,0.021789569407701492,0.35490602254867554,nan,0.23618698120117188,0.0,0.0,0.0
39,0.4977319560000524,3.266048,3.0724937915802,0.01687363162636757,0.3962744176387787,nan,0.23909907042980194,0.0,0.0,0.0
40,0.5021598480000193,3.266048,3.092411518096924,0.012156731449067593,0.4944131374359131,nan,0.2418198585510254,0.0,0.0,0.0
41,0.4619425280000087,3.266048,3.0474820137023926,0.014486832544207573,0.5624294877052307,nan,0.2382487952709198,0.0,0.0,0.0
42,0.4875312709999662,3.266048,2.9964263439178467,0.017286229878664017,0.45235416293144226,nan,0.2345215082168579,0.0,0.0,0.0
43,0.467876044000036,3.266048,2.9501259326934814,0.019422711804509163,0.7262027263641357,nan,0.23185572028160095,0.0,0.0,0.0
44,0.44446808500003954,3.266048,2.9044127464294434,0.022000672295689583,0.8363096714019775,nan,0.22904233634471893,0.0,0.0,0.0
45,0.44511179500000253,3.266048,2.8716025352478027,0.02429746277630329,0.8675726652145386,nan,0.22680121660232544,0.0,0.0,0.0
46,0.4412399230000119,3.266048,2.861812114715576,0.025313887745141983,0.6350818276405334,nan,0.2260209172964096,0.0,0.0,0.0
47,0.4393822669999281,3.266048,2.83027720451355,0.028062794357538223,0.3978978395462036,nan,0.22385536134243011,0.0,0.0,0.0
48,0.4419660979999662,3.266048,2.81744122505188,0.029976624995470047,0.1879168152809143,nan,0.22279661893844604,0.0,0.0,0.0
49,0.47198231599998053,3.266048,2.7957465648651123,0.03227200731635094,0.6048031449317932,nan,0.22195641696453094,0.0,0.0,0.0
50,0.48906272600004286,3.266048,2.809176206588745,0.03233523666858673,0.6935275793075562,nan,0.22412824630737305,0.0,0.0,0.0
51,0.46778821600003084,3.266048,2.8564884662628174,0.031308017671108246,0.7008482813835144,nan,0.22864249348640442,0.0,0.0,0.0
52,0.458690549000039,3.266048,2.9438090324401855,0.029289793223142624,0.6368102431297302,nan,0.23565727472305298,0.0,0.0,0.0
53,0.44358792899993205,3.266048,3.0378923416137695,0.02690396085381508,0.7400953769683838,nan,0.24491862952709198,0.0,0.0,0.0
54,0.4622053450000294,3.266048,3.173532485961914,0.024649707600474358,0.33603009581565857,nan,0.25651127099990845,0.0,0.0,0.0
55,0.4751351000001023,3.266048,3.3416264057159424,0.023527998477220535,0.21505747735500336,nan,0.27084749937057495,0.0,0.0,0.0
56,0.47739678799996454,3.266048,3.4219884872436523,0.02061179280281067,0.1956130415201187,nan,0.27989229559898376,0.0,1.0,0.0
57,0.4970649130000311,3.26656,3.637253761291504,0.02106403186917305,0.2357342690229416,nan,0.29839852452278137,0.0,0.0,0.0
