iter,t_iter_s,peak_mem_mb,loss,vx,grad_norm,terrain_level,loss_v,loss_clear,loss_gproj,loss_omega,loss_ctrl,loss_yaw,mean_abs_yaw_cmd,n_falls,n_timeouts,n_move_up,n_move_down,n_fall_height,n_fall_tilt,mean_base_h,min_base_h,mean_n_contact,mean_base_z,mean_foot_clear,min_foot_clear
10,0.8936530139999945,64.61696,0.5816193222999573,0.6498783826828003,0.5326811671257019,2.4853515625,0.025019345805048943,0.0,0.009061967954039574,1.0850499868392944,4.725124359130859,0.0011273829732090235,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2989051342010498,0.24269570410251617,3.1943766276041665,0.2177403966585795,0.020402982831001282,-0.07424700260162354
11,0.900403161999975,64.61696,0.6898902654647827,0.6686977744102478,0.5782802700996399,2.4853515625,0.03314339369535446,0.0,0.02268967032432556,1.9611258506774902,4.001177787780762,0.0012345518916845322,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2859525481859843,0.22725212574005127,3.2024739583333335,0.20485005776087442,0.02050447091460228,-0.07423222064971924
12,0.8786583499999949,64.61696,0.8302198648452759,0.6702771782875061,0.5484727025032043,2.4853515625,0.04420458897948265,0.0,0.05055171251296997,3.5161352157592773,3.1561827659606934,0.0015932002570480108,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2721291383107503,0.21646375954151154,3.1955159505208335,0.1909454862276713,0.02068444217244784,-0.07373368740081787
13,0.8505289739999853,64.61696,1.071831226348877,0.6558310389518738,0.44307273626327515,2.4853515625,0.0637679472565651,0.0,0.10396420210599899,6.271008491516113,2.2677536010742188,0.0023290717508643866,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25746039549509686,0.2009676843881607,2.2216389973958335,0.17636523644129434,0.020682545999685924,-0.07080453634262085
14,0.885973024000009,64.61696,1.6840460300445557,0.48800069093704224,0.5629072785377502,2.4853515625,0.12097209692001343,0.0,0.1932898461818695,7.377374172210693,1.4478542804718018,0.003636159934103489,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24496384461720785,0.21796387434005737,1.7911376953125,0.1637883186340332,0.020609937608242035,-0.06500744819641113
15,0.902491418000011,64.61696,4.856314182281494,-0.12166635692119598,2.953040599822998,2.4853515625,0.44342827796936035,0.0,0.2673151195049286,3.228391170501709,1.0281823873519897,0.005127402953803539,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2569120526313782,0.20355498790740967,1.7665608723958333,0.17545578877131143,0.020550875614086788,-0.05745744705200195
16,0.8751748669999984,64.61696,4.791454792022705,-0.14141026139259338,1.2077561616897583,2.4755859375,0.4350162744522095,0.0,0.3569159507751465,5.723435401916504,0.7523466944694519,0.03321925923228264,0.0,10.0,0.0,0.0,10.0,0.0,10.0,0.27651957670847577,0.19604241847991943,1.836669921875,0.19422626495361328,0.020638267199198406,-0.05083584785461426
17,0.8807936169999948,64.61696,3.1520891189575195,-0.013326664455235004,0.7417371273040771,2.46484375,0.2738347053527832,0.0,0.4313892722129822,1.9953922033309937,0.6256205439567566,0.03141985461115837,0.0,16.0,0.0,0.0,16.0,0.0,16.0,0.28947365283966064,0.22521233558654785,1.2510986328125,0.20580893754959106,0.020747312655051548,-0.046151816844940186
18,0.890915935999999,64.61696,2.514815092086792,0.052011094987392426,0.5347581505775452,2.45703125,0.21061824262142181,0.0,0.4675198793411255,0.6598939895629883,0.5618559718132019,0.031183158978819847,0.0,11.0,0.0,0.0,11.0,0.0,11.0,0.2965521216392517,0.2334551215171814,1.2464599609375,0.2119641105333964,0.020770738522211712,-0.04169577360153198
19,0.9479766899999902,64.61696,2.715151309967041,0.032960787415504456,0.3488026559352875,2.44140625,0.2304147332906723,0.0,0.48072654008865356,0.2930150032043457,0.5471142530441284,0.04460310935974121,0.0,17.0,0.0,0.0,17.0,0.0,17.0,0.3002057671546936,0.23367032408714294,1.5496419270833333,0.2148167888323466,0.02063445746898651,-0.041563987731933594
20,0.9219792549999966,64.61696,2.9337589740753174,0.011308451183140278,0.7240245938301086,2.4365234375,0.25234055519104004,0.0,0.48361635208129883,0.17848722636699677,0.5643792152404785,0.032709017395973206,0.0,5.0,0.0,0.0,5.0,0.0,5.0,0.30122506618499756,0.24114321172237396,1.7989908854166667,0.21518989404042563,0.02054455627997716,-0.04188024252653122
21,0.9793064159999858,64.61696,3.0840885639190674,-0.002993972972035408,0.7358338832855225,2.43359375,0.26726996898651123,0.0,0.4783881902694702,0.19311635196208954,0.625665009021759,0.03057245910167694,0.0,4.0,0.0,0.0,4.0,0.0,4.0,0.30019787947336835,0.2406722456216812,1.9668375651041667,0.21397270758946738,0.0205155611038208,-0.04226997494697571
22,0.9846713560000069,64.61696,3.103140115737915,-0.00470357108861208,0.8963185548782349,2.431640625,0.26890116930007935,0.0,0.467913955450058,0.21775035560131073,0.7205299139022827,0.03989862650632858,0.0,2.0,0.0,0.0,2.0,0.0,2.0,0.29834314187367755,0.24060837924480438,2.013916015625,0.21194424231847128,0.02048523724079132,-0.04297703504562378
23,0.9973129530000051,64.61696,3.0237228870391846,0.0026637159753590822,0.864132821559906,2.4306640625,0.26093044877052307,0.0,0.4562798738479614,0.20240876078605652,0.8626319169998169,0.042187921702861786,0.0,2.0,0.0,0.0,2.0,0.0,2.0,0.29627352952957153,0.24656139314174652,2.0273030598958335,0.20992952585220337,0.020464243988196056,-0.05980175733566284
24,0.9539121319999992,64.61696,2.8893795013427734,0.016192032024264336,0.38066133856773376,2.4267578125,0.2473297119140625,0.0,0.44607099890708923,0.17937520146369934,1.0794068574905396,0.04858382046222687,0.0,5.0,0.0,0.0,5.0,0.0,5.0,0.2943997581799825,0.23523448407649994,2.0332438151041665,0.20783215761184692,0.020414660374323528,-0.07689273357391357
25,0.9809054410000044,64.61696,2.7933778762817383,0.025249432772397995,0.3475930094718933,2.4228515625,0.2374342381954193,0.0,0.4377470016479492,0.1509840339422226,1.3850178718566895,0.06207267567515373,0.0,6.0,0.0,0.0,6.0,0.0,6.0,0.2932826280593872,0.22881600260734558,2.0262451171875,0.20652141173680624,0.020347844809293747,-0.07687711715698242
26,0.979010623999983,64.61696,2.7647042274475098,0.026955800130963326,0.41201579570770264,2.4189453125,0.23433713614940643,0.0,0.4325107932090759,0.12950032949447632,1.8104604482650757,0.05440407991409302,0.0,5.0,0.0,0.0,5.0,0.0,5.0,0.2928741176923116,0.22915908694267273,2.0040283203125,0.20591471592585245,0.020263226081927616,-0.07679224014282227
27,1.020051412000015,64.61696,2.755162239074707,0.027779534459114075,0.6069177985191345,2.416015625,0.23275384306907654,0.0,0.4310484826564789,0.1243625208735466,2.4121246337890625,0.06295376271009445,0.0,4.0,0.0,0.0,4.0,0.0,4.0,0.29271847009658813,0.2306632697582245,1.974609375,0.20559444030125937,0.020218926171461742,-0.07674145698547363
28,1.032250934999979,64.61696,2.7723612785339355,0.027428751811385155,0.43583473563194275,2.4130859375,0.23335140943527222,0.0,0.4309881627559662,0.12170140445232391,3.273066282272339,0.06170876324176788,0.0,3.0,0.0,0.0,3.0,0.0,3.0,0.29254255692164105,0.2316468060016632,1.9252115885416667,0.20522896448771158,0.02013682449857394,-0.07671713829040527
29,1.0078173299999946,64.61696,2.81384015083313,0.024784406647086143,0.4842126965522766,2.41015625,0.23623065650463104,0.0,0.4288594126701355,0.11694295704364777,4.440482139587402,0.06205310672521591,0.0,3.0,0.0,0.0,3.0,0.0,3.0,0.29226799805959064,0.23220893740653992,1.9088948567708333,0.20464758078257242,0.020105404158433277,-0.07671838998794556
30,1.0760185890000002,64.61696,2.8864269256591797,0.02007225528359413,0.6157909631729126,2.40625,0.24152283370494843,0.0,0.4253755509853363,0.14536888897418976,5.960391998291016,0.0719475969672203,0.0,4.0,0.0,0.0,4.0,0.0,4.0,0.29138052463531494,0.22059091925621033,1.9120686848958333,0.20362075169881186,0.020051271965106327,-0.07673722505569458
31,1.032571579000006,64.61696,2.939509391784668,0.017693091183900833,0.5097670555114746,2.404296875,0.24480536580085754,0.0,0.417510449886322,0.19915227591991425,7.928378105163574,0.07022877037525177,0.0,2.0,0.0,0.0,2.0,0.0,2.0,0.29020418723424274,0.22093495726585388,1.9087320963541667,0.2021273970603943,0.020014934241771698,-0.07676422595977783
32,1.0279763099999855,64.61696,2.968989133834839,0.019783440977334976,0.32540708780288696,2.4013671875,0.2452477663755417,0.0,0.4068732261657715,0.2795505225658417,10.297658920288086,0.07417526841163635,0.0,4.0,0.0,0.0,4.0,0.0,4.0,0.28804053862889606,0.21257536113262177,1.94677734375,0.19986063241958618,0.020004282395044964,-0.07680189609527588
33,0.981078660999998,64.61696,2.9154880046844482,0.03085492178797722,0.18243151903152466,2.3994140625,0.23763611912727356,0.0,0.39160317182540894,0.36642834544181824,12.805023193359375,0.0734543651342392,0.0,3.0,0.0,0.0,3.0,0.0,3.0,0.28521456321080524,0.21239179372787476,2.0057373046875,0.19704415400822958,0.020015545189380646,-0.07684320211410522
34,0.9974178280000103,64.61696,2.8055381774902344,0.05007524788379669,0.2150004357099533,2.392578125,0.2243131399154663,0.0,0.37645667791366577,0.4650138318538666,15.186785697937012,0.08505137264728546,0.0,7.0,0.0,0.0,7.0,0.0,7.0,0.28160075346628827,0.22086098790168762,2.0771484375,0.19337157408396402,0.019990491370360058,-0.07688498497009277
35,1.0592195790000005,64.61696,2.734208106994629,0.06485198438167572,0.27623122930526733,2.3896484375,0.21547949314117432,0.0,0.3622909188270569,0.5251235961914062,16.862464904785156,0.08946304023265839,0.0,5.0,0.0,0.0,5.0,0.0,5.0,0.27807817856470746,0.22261282801628113,2.113525390625,0.18975563844045004,0.01999182129899661,-0.07692223787307739
36,1.0324332689999949,64.61696,2.7832276821136475,0.06550048291683197,0.25730884075164795,2.3828125,0.2194821834564209,0.0,0.35395121574401855,0.5263604521751404,17.739482879638672,0.08855020254850388,0.0,9.0,0.0,0.0,9.0,0.0,9.0,0.27526424328486127,0.22727090120315552,2.1407877604166665,0.18682308991750082,0.01997295394539833,-0.07695513963699341
37,1.018533724000008,64.61696,2.8860151767730713,0.05827160179615021,0.2525812089443207,2.37890625,0.22938042879104614,0.0,0.35377320647239685,0.5245175361633301,17.829078674316406,0.0953657254576683,0.0,6.0,0.0,0.0,6.0,0.0,6.0,0.27335729201634723,0.22369197010993958,2.1409505208333335,0.18496092160542807,0.01992303008834521,-0.07698309421539307
38,1.0400508529999968,64.61696,2.9286367893218994,0.057537417858839035,0.2841302156448364,2.3720703125,0.23354074358940125,0.0,0.3614808917045593,0.5721248984336853,17.314952850341797,0.11976345628499985,0.0,8.0,0.0,0.0,8.0,0.0,8.0,0.2723198135693868,0.22331243753433228,2.1086832682291665,0.18379650513331094,0.01997825379172961,-0.07701385021209717
39,1.08148730100001,64.61696,2.885892391204834,0.06335907429456711,0.3010978102684021,2.359375,0.23003819584846497,0.0,0.3722107410430908,0.6619120836257935,16.378278732299805,0.11722248792648315,0.0,13.0,0.0,0.0,13.0,0.0,13.0,0.27237502733866376,0.22062857449054718,2.0764973958333335,0.1840300957361857,0.0200333334505558,-0.07704603672027588
40,1.0597693379999953,64.61696,2.8468425273895264,0.06865987181663513,0.23411451280117035,2.3427734375,0.227297842502594,0.0,0.3842847943305969,0.762033224105835,15.155725479125977,0.13796573877334595,0.0,18.0,0.0,0.0,18.0,0.0,18.0,0.2736383080482483,0.20971748232841492,2.0694986979166665,0.18549458185831705,0.02006186544895172,-0.07707732915878296
41,1.080085677999989,64.61696,2.824464797973633,0.07200902700424194,0.20762501657009125,2.326171875,0.22655129432678223,0.0,0.3982086181640625,0.8557776212692261,13.602938652038574,0.15495124459266663,0.0,20.0,0.0,0.0,20.0,0.0,20.0,0.275765856107076,0.20946261286735535,2.0552571614583335,0.18766363461812338,0.0201528196533521,-0.07710760831832886
42,1.0785058339999978,64.61696,2.7938246726989746,0.07493120431900024,0.18567761778831482,2.298828125,0.22558127343654633,0.0,0.4066386818885803,0.944502055644989,11.953104972839355,0.19522014260292053,0.0,35.0,0.0,0.0,35.0,0.0,35.0,0.2794983983039856,0.2279689908027649,2.0660400390625,0.1910737156867981,0.02032116676370303,-0.07714492082595825
43,1.0748945310000124,64.61696,2.7583463191986084,0.07983552664518356,0.16243599355220795,2.2548828125,0.22449088096618652,0.0,0.4092462658882141,1.0436978340148926,10.26031494140625,0.22566190361976624,0.0,53.0,0.0,0.0,53.0,0.0,53.0,0.2843328317006429,0.21144062280654907,2.1024576822916665,0.19590367873509726,0.020458679646253586,-0.07715713977813721
44,1.070350478000023,64.61696,2.7161009311676025,0.08661839365959167,0.14571085572242737,2.2158203125,0.223288893699646,0.0,0.4057673215866089,1.1563947200775146,8.629796028137207,0.23478750884532928,0.0,48.0,0.0,0.0,48.0,0.0,48.0,0.28971779346466064,0.2118965983390808,2.1566162109375,0.20097899436950684,0.020530569056669872,-0.02874314785003662
45,1.069391994,64.61696,2.7133522033691406,0.087073914706707,0.11179155111312866,2.158203125,0.22563819587230682,0.0,0.39640045166015625,1.2439827919006348,7.1872406005859375,0.2913249135017395,0.0,74.0,0.0,0.0,74.0,0.0,74.0,0.29550355672836304,0.21431267261505127,2.2091878255208335,0.20795168479283652,0.020584475249052048,-0.050827741622924805
46,1.0923592860000042,64.61696,2.644010543823242,0.09045718610286713,0.09048314392566681,2.091796875,0.22364020347595215,0.0,0.36646026372909546,1.2708286046981812,5.881869316101074,0.2423451542854309,0.0,81.0,0.0,0.0,81.0,0.0,81.0,0.30363577604293823,0.21671634912490845,2.3479410807291665,0.21747201681137085,0.020662352442741394,-0.07396435737609863
47,1.067150870000006,64.61696,2.5795226097106934,0.0952470600605011,0.061123888939619064,2.0146484375,0.22026237845420837,0.0,0.3339407444000244,1.2388509511947632,4.83299446105957,0.30357974767684937,0.0,98.0,0.0,0.0,98.0,0.0,98.0,0.310948650042216,0.2189585566520691,2.479736328125,0.22438551982243857,0.020758784065643947,-0.09490346908569336
48,1.060146498999984,64.61696,2.4983932971954346,0.09695632755756378,0.05513090267777443,1.93359375,0.21604356169700623,0.0,0.29274868965148926,1.1354811191558838,4.005549430847168,0.3126508295536041,0.0,103.0,0.0,0.0,103.0,0.0,103.0,0.3182717760403951,0.2208235263824463,2.6139322916666665,0.23207910855611166,0.020898329714934032,-0.0969194769859314
49,1.0809958119999976,64.61696,2.360934257507324,0.09472529590129852,0.059945620596408844,1.8447265625,0.2084343135356903,0.0,0.23070362210273743,0.871039867401123,3.312631368637085,0.2536099851131439,0.0,117.0,0.0,0.0,117.0,0.0,117.0,0.3270621697107951,0.22239011526107788,2.7930908203125,0.24280192454655966,0.021012000739574432,-0.09676855802536011
50,1.0859812399999953,64.61696,2.1596696376800537,0.10052303969860077,0.06723526120185852,1.78515625,0.19432155787944794,0.0,0.1659182608127594,0.5793046951293945,2.7721078395843506,0.18716385960578918,0.0,82.0,0.0,0.0,82.0,0.0,82.0,0.3345312674840291,0.22402077913284302,3.0221761067708335,0.25091004371643066,0.021135717630386353,-0.09661334753036499
51,1.057228720000012,64.61696,2.0054447650909424,0.109693743288517,0.06831450015306473,1.7333984375,0.1826956570148468,0.0,0.1222536712884903,0.45323461294174194,2.4477858543395996,0.15742048621177673,0.0,66.0,0.0,0.0,66.0,0.0,66.0,0.3390032847722371,0.22632098197937012,3.1680908203125,0.2564915418624878,0.021281898021697998,-0.09650945663452148
52,1.0152229800000043,64.61696,1.8961608409881592,0.11472836881875992,0.08109399676322937,1.7119140625,0.17523181438446045,0.0,0.09025757014751434,0.3415275514125824,2.2230019569396973,0.07503948360681534,0.0,29.0,0.0,0.0,29.0,0.0,29.0,0.34151124954223633,0.22870025038719177,3.2913411458333335,0.260240117708842,0.02128446102142334,-0.09638696908950806
53,1.0093338519999975,64.61696,1.8812329769134521,0.114861860871315,0.093538798391819,1.6982421875,0.17489460110664368,0.0,0.07756228744983673,0.2992386221885681,2.115647792816162,0.06953566521406174,0.0,23.0,0.0,0.0,23.0,0.0,23.0,0.3417035738627116,0.21504390239715576,3.3262532552083335,0.2606383164723714,0.021211219330628712,-0.0962972640991211
54,1.0107342869999911,64.61696,1.8627065420150757,0.11492817848920822,0.1735077202320099,1.6845703125,0.1740831434726715,0.0,0.06395561993122101,0.26809054613113403,2.0698163509368896,0.0386103019118309,0.0,18.0,0.0,0.0,18.0,0.0,18.0,0.34183013439178467,0.20919281244277954,3.379638671875,0.26143862803777057,0.02119464675585429,-0.09623557329177856
55,1.0274006369999995,64.61696,1.848923921585083,0.11626560986042023,0.10657998919487,1.669921875,0.17261934280395508,0.0,0.055792033672332764,0.26982519030570984,2.1260993480682373,0.0480196587741375,0.0,20.0,0.0,0.0,20.0,0.0,20.0,0.3413051764170329,0.2075824737548828,3.3994547526041665,0.26120301087697345,0.021251256267229717,-0.09619760513305664
56,0.9911660740000059,64.61696,1.7944090366363525,0.12113066017627716,0.2712065279483795,1.6650390625,0.16744038462638855,0.0,0.0460449680685997,0.2882601022720337,2.21673846244812,0.02798449620604515,0.0,8.0,0.0,0.0,8.0,0.0,8.0,0.34093205134073895,0.20560789108276367,3.4439697265625,0.2613709171613057,0.021188390751679737,-0.09617739915847778
57,0.9981788730000005,64.61696,1.7319508790969849,0.13086581230163574,0.14257246255874634,1.6591796875,0.1605498492717743,0.0,0.0420573353767395,0.3421057462692261,2.462496280670166,0.03174351155757904,0.0,9.0,0.0,0.0,9.0,0.0,9.0,0.3402537902196248,0.20528161525726318,3.4484049479166665,0.26061638196309406,0.021089290579160053,-0.0961693525314331
58,0.9943577650000179,64.61696,1.619198203086853,0.14624753594398499,0.11987224966287613,1.6494140625,0.14891652762889862,0.0,0.03600640594959259,0.40230244398117065,2.7791829109191895,0.027226440608501434,0.0,12.0,0.0,0.0,12.0,0.0,12.0,0.33971182505289715,0.18979650735855103,3.4567057291666665,0.2602059841156006,0.021183133125305176,-0.09617149829864502
59,1.0077971050000087,64.61696,1.4813271760940552,0.1652722805738449,0.22140832245349884,1.6435546875,0.13488662242889404,0.0,0.03103674203157425,0.45519864559173584,3.139843702316284,0.01771920919418335,0.0,7.0,0.0,0.0,7.0,0.0,7.0,0.33921881516774494,0.18303579092025757,3.4549560546875,0.2598728934923808,0.021160433689753216,-0.09617376327514648
60,0.9729271230000052,64.61696,1.3380485773086548,0.18621987104415894,0.10907185822725296,1.6396484375,0.11978601664304733,0.0,0.02769937925040722,0.5202476978302002,3.6423327922821045,0.021346356719732285,0.0,5.0,0.0,0.0,5.0,0.0,5.0,0.33851659297943115,0.17376917600631714,3.4257405598958335,0.2591509421666463,0.02106795956691106,-0.09617477655410767
61,0.9803732130000071,64.61696,1.1901017427444458,0.2112814486026764,0.14497196674346924,1.634765625,0.10382352769374847,0.0,0.025237485766410828,0.6092122793197632,4.249712944030762,0.026317451149225235,0.0,6.0,0.0,0.0,6.0,0.0,6.0,0.33758699893951416,0.1700339913368225,3.3753255208333335,0.2583707571029663,0.021037573615709942,-0.09617525339126587
62,0.9595118209999782,64.61696,1.0575501918792725,0.23759548366069794,0.15509271621704102,1.6328125,0.0894143208861351,0.0,0.023542387410998344,0.7359170913696289,5.037954807281494,0.01808452606201172,0.0,2.0,0.0,0.0,2.0,0.0,2.0,0.3363300561904907,0.16878366470336914,3.3277180989583335,0.2572368383407593,0.0210744043191274,-0.09617370367050171
63,0.958498805000005,64.61696,0.9669175744056702,0.25985097885131836,0.1128566563129425,1.6328125,0.07856979966163635,0.0,0.023393679410219193,0.8927386999130249,6.049410820007324,0.0246585663408041,0.0,2.0,0.0,0.0,2.0,0.0,2.0,0.3346107403437297,0.16876208782196045,3.2853190104166665,0.25559906164805096,0.021054198344548542,-0.09617847204208374
64,0.9900561390000178,64.61696,0.9045833945274353,0.2774896025657654,0.10273189842700958,1.6298828125,0.07041561603546143,0.0,0.023974260315299034,1.0935391187667847,7.222965240478516,0.02731793187558651,0.0,4.0,0.0,0.0,4.0,0.0,4.0,0.3326075077056885,0.16990405321121216,3.2296956380208335,0.25353825092315674,0.021038015683492024,-0.09618526697158813
65,0.9832567159999996,64.61696,0.8537821173667908,0.29417884349823,0.13392306864261627,1.62890625,0.06365430355072021,0.0,0.025230957195162773,1.3742241859436035,8.407305717468262,0.031296826899051666,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.3303436040878296,0.17299902439117432,3.1781819661458335,0.2513297001520793,0.0208929181098938,-0.09762459993362427
66,0.9494416590000014,64.61696,0.8293054103851318,0.31079354882240295,0.16001182794570923,1.6259765625,0.0595015250146389,0.0,0.028388775885105133,1.6783246994018555,9.569883346557617,0.04139160364866257,0.0,3.0,0.0,0.0,3.0,0.0,3.0,0.3277702331542969,0.1793050765991211,3.1341145833333335,0.24865996837615967,0.020856693387031555,-0.09749561548233032
67,0.9580828820000136,64.61696,0.8410841822624207,0.3304472863674164,0.18949049711227417,1.625,0.05867481231689453,0.0,0.03483259677886963,2.0409507751464844,10.593549728393555,0.05872897431254387,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.32480931282043457,0.18585628271102905,3.0588785807291665,0.24573769172032675,0.020867424706617992,-0.0974845290184021
68,0.9787134470000183,64.652288,0.8953772187232971,0.34725087881088257,0.16389983892440796,1.623046875,0.06206236407160759,0.0,0.04447516053915024,2.3798890113830566,11.491376876831055,0.06833165138959885,0.0,2.0,0.0,0.0,2.0,0.0,2.0,0.3209266662597656,0.18272477388381958,2.9711100260416665,0.2417899171511332,0.02098714808622996,-0.09626752138137817
69,0.930917375000007,64.652288,0.983206570148468,0.36884188652038574,0.14425908029079437,1.62109375,0.06886573135852814,0.0,0.057709433138370514,2.698054790496826,12.194990158081055,0.08532144874334335,0.0,2.0,0.0,0.0,2.0,0.0,2.0,0.3162006338437398,0.1815110445022583,2.8723551432291665,0.23710827032725015,0.021027646958827972,-0.09629255533218384
70,0.9695851970000149,64.652288,1.1207257509231567,0.3940841257572174,0.13494722545146942,1.6181640625,0.08031037449836731,0.0,0.07728859782218933,2.972015380859375,12.705476760864258,0.10861323773860931,0.0,3.0,0.0,0.0,3.0,0.0,3.0,0.31033233801523846,0.18106722831726074,2.7133382161458335,0.23120391368865967,0.02099090814590454,-0.09633088111877441
71,0.9438415660000032,64.652288,1.2992897033691406,0.42537370324134827,0.1325790137052536,1.6162109375,0.09559707343578339,0.0,0.10399240255355835,3.253722667694092,12.981285095214844,0.12915489077568054,0.0,2.0,0.0,0.0,2.0,0.0,2.0,0.3036253849665324,0.18214112520217896,2.5634765625,0.22425156831741333,0.020904851456483204,-0.09637999534606934
72,0.9496201419999863,64.652288,1.4903115034103394,0.4619485139846802,0.12775513529777527,1.6142578125,0.11163780093193054,0.0,0.1405300498008728,3.675119400024414,13.06592082977295,0.1460316777229309,0.0,3.0,0.0,0.0,3.0,0.0,3.0,0.2960261106491089,0.18406087160110474,2.4141845703125,0.21677561601003012,0.020862107475598652,-0.09709125757217407
73,0.9539165529999991,64.652288,1.7749762535095215,0.43042731285095215,0.12140391021966934,1.6083984375,0.13688695430755615,0.0,0.18623924255371094,3.929292678833008,12.929095268249512,0.1683942973613739,0.0,6.0,0.0,0.0,6.0,0.0,6.0,0.2894529104232788,0.18171250820159912,2.2068277994791665,0.2103001077969869,0.020739828546841938,-0.09706145524978638
74,0.9927245220000032,64.652288,2.235429286956787,0.32740262150764465,0.11281789094209671,1.603515625,0.18030111491680145,0.0,0.2383943796157837,3.786109447479248,12.60450553894043,0.20584961771965027,0.0,6.0,0.0,0.0,6.0,0.0,6.0,0.2876155773798625,0.18206220865249634,1.9997151692708333,0.2084688345591227,0.02071874588727951,-0.09683758020401001
