iter,t_iter_s,peak_mem_mb,loss,vx,grad_norm,terrain_level,loss_v,loss_clear,n_falls,n_timeouts,n_move_up,n_move_down
0,1.6230086459999598,2.11712,1.6688283681869507,0.09679216891527176,0.6992152333259583,nan,0.16269396245479584,0.0,0.0,0.0,nan,nan
1,0.4137492689999931,3.162112,1.4650160074234009,0.12437258660793304,0.6384778022766113,nan,0.1414359211921692,0.0,0.0,0.0,nan,nan
2,0.40864629899999727,3.162112,1.2010303735733032,0.1639276146888733,0.6053446531295776,nan,0.11351405084133148,0.0,0.0,0.0,nan,nan
3,0.4066279330000384,3.162112,0.8244023323059082,0.22885239124298096,0.5344685316085815,nan,0.07430480420589447,0.0,0.0,0.0,nan,nan
4,0.40800963699996373,3.162112,0.4455429017543793,0.31696081161499023,0.3000003397464752,nan,0.03438716009259224,0.0,0.0,0.0,nan,nan
5,0.4091643550000299,3.162112,0.19811753928661346,0.4193403124809265,0.10234984010457993,nan,0.007505753077566624,0.0,0.0,0.0,nan,nan
6,0.4102799699999764,3.162112,0.16854171454906464,0.520814061164856,0.19218949973583221,nan,0.0014400820946320891,0.0,0.0,0.0,nan,nan
7,0.4103985699999839,3.162112,0.3068482577800751,0.5913437604904175,0.3690761625766754,nan,0.00899826642125845,0.0,0.0,0.0,nan,nan
8,0.4084825880000267,3.162112,0.4145830273628235,0.6140588521957397,0.4237891435623169,nan,0.013795718550682068,0.0,0.0,0.0,nan,nan
9,0.4115391050000312,3.162112,0.48077163100242615,0.6257871389389038,0.40194132924079895,nan,0.017055794596672058,0.0,0.0,0.0,nan,nan
10,0.40692486300002884,3.162112,0.5693334937095642,0.6481376886367798,0.5122416615486145,nan,0.023313306272029877,0.0,0.0,0.0,nan,nan
11,0.40518171100001155,3.162112,0.6411014795303345,0.6728084087371826,0.5676392912864685,nan,0.03084656409919262,0.0,0.0,0.0,nan,nan
12,0.4062931009999602,3.162112,0.7074913382530212,0.6900005340576172,0.5664183497428894,nan,0.036550119519233704,0.0,0.0,0.0,nan,nan
13,0.4131592269999942,3.162112,0.8374512195587158,0.7104318141937256,0.5744975805282593,nan,0.04461635276675224,0.0,0.0,0.0,nan,nan
14,0.4157376819999854,3.162112,1.1760964393615723,0.609006404876709,0.3589477837085724,nan,0.06889336556196213,0.0,0.0,0.0,nan,nan
15,0.4116767390000291,3.162112,5.13245964050293,-0.17974571883678436,2.6384360790252686,nan,0.4711896777153015,0.0,0.0,0.0,nan,nan
16,0.4164911899999879,3.162112,5.19439697265625,-0.18725644052028656,2.810203790664673,nan,0.4752936363220215,0.0,0.0,0.0,nan,nan
17,0.4147015670000087,3.162112,3.258744239807129,-0.030621515586972237,2.0622243881225586,nan,0.2850216329097748,0.0,0.0,0.0,nan,nan
18,0.41318510600001446,3.162112,2.469175338745117,0.04886403679847717,1.4879423379898071,nan,0.20584329962730408,0.0,0.0,0.0,nan,nan
19,0.4129168989999812,3.162112,2.692795515060425,0.026704255491495132,1.4741108417510986,nan,0.22662924230098724,0.0,0.0,0.0,nan,nan
20,0.4126260870000351,3.162112,2.9512417316436768,0.0009660565410740674,1.6249146461486816,nan,0.2517382800579071,0.0,0.0,0.0,nan,nan
21,0.41935616000000664,3.162112,3.1182405948638916,-0.016268383711576462,1.549529790878296,nan,0.269054651260376,0.0,0.0,0.0,nan,nan
22,0.4129194960000291,3.162112,3.1683309078216553,-0.020410973578691483,1.3483470678329468,nan,0.273192435503006,0.0,0.0,0.0,nan,nan
23,0.4133117490000018,3.162112,3.0384092330932617,-0.008426562882959843,1.2726078033447266,nan,0.26070690155029297,0.0,0.0,0.0,nan,nan
24,0.4134404759999484,3.162112,2.8849143981933594,0.006619214080274105,1.1785614490509033,nan,0.2454436868429184,0.0,0.0,0.0,nan,nan
25,0.417110824999952,3.162112,2.810662269592285,0.014170548878610134,1.1672916412353516,nan,0.23780815303325653,0.0,0.0,0.0,nan,nan
26,0.4189554390000012,3.162112,2.811063766479492,0.015367882326245308,1.1719099283218384,nan,0.23645848035812378,0.0,0.0,0.0,nan,nan
27,0.41307448499998145,3.162112,2.8495304584503174,0.011221067048609257,1.2621846199035645,nan,0.2403336763381958,0.0,0.0,0.0,nan,nan
28,0.4117602029999716,3.162112,2.9334402084350586,0.004555616993457079,1.3291925191879272,nan,0.24689489603042603,0.0,0.0,0.0,nan,nan
29,0.41336860900003103,3.162112,3.0248520374298096,-0.002644128864631057,1.3241642713546753,nan,0.2541790008544922,0.0,0.0,0.0,nan,nan
30,0.4152514300000121,3.162112,3.099062204360962,-0.00825059600174427,1.268368124961853,nan,0.26028719544410706,0.0,0.0,0.0,nan,nan
31,0.41307928099996616,3.162112,3.1709530353546143,-0.012063069269061089,0.9407462477684021,nan,0.2649865746498108,0.0,0.0,0.0,nan,nan
32,0.4113485109999715,3.162112,3.175424098968506,-0.0077547235414385796,0.5804068446159363,nan,0.26215821504592896,0.0,0.0,0.0,nan,nan
33,0.4134933010000168,3.162112,2.9642727375030518,0.019663328304886818,0.6587142944335938,nan,0.23767726123332977,0.0,0.0,0.0,nan,nan
34,0.41334987599998385,3.162112,2.7926270961761475,0.04441199451684952,0.5114558339118958,nan,0.2170165479183197,0.0,0.0,0.0,nan,nan
35,0.41345362399999885,3.162112,2.655726671218872,0.06462504714727402,0.5272886157035828,nan,0.19896923005580902,0.0,0.0,0.0,nan,nan
36,0.4140997270000071,3.162112,2.681018114089966,0.06455333530902863,0.3056364357471466,nan,0.19859807193279266,0.0,0.0,0.0,nan,nan
37,0.41656995499999994,3.162112,2.7783968448638916,0.05328821390867233,0.47158491611480713,nan,0.2076922506093979,0.0,0.0,0.0,nan,nan
38,0.4254243889999998,3.162112,2.8946611881256104,0.0384511724114418,0.39882412552833557,nan,0.21990451216697693,0.0,0.0,0.0,nan,nan
39,0.41617363599999635,3.162112,3.0838897228240967,0.015512011013925076,0.42876023054122925,nan,0.23961631953716278,0.0,0.0,0.0,nan,nan
40,0.41563884099997495,3.162112,3.099135637283325,0.012721589766442776,0.5679850578308105,nan,0.24109935760498047,0.0,0.0,0.0,nan,nan
41,0.41997210899995707,3.162112,3.0730674266815186,0.014790471643209457,0.6144935488700867,nan,0.23894348740577698,0.0,0.0,0.0,nan,nan
42,0.4224293849999867,3.162112,3.0489771366119385,0.0162546094506979,0.49070367217063904,nan,0.23748505115509033,0.0,0.0,0.0,nan,nan
43,0.41636289699999907,3.162112,3.020991325378418,0.017951423302292824,0.5527949333190918,nan,0.2360706776380539,0.0,0.0,0.0,nan,nan
44,0.41644360999998753,3.162112,3.007154703140259,0.018493447452783585,0.6425935626029968,nan,0.23626106977462769,0.0,0.0,0.0,nan,nan
45,0.41548093500000505,3.162112,2.984386920928955,0.02100885845720768,0.3039005696773529,nan,0.23498140275478363,0.0,0.0,0.0,nan,nan
46,0.41668014200001835,3.162112,2.9579575061798096,0.02516346424818039,0.23043292760849,nan,0.23284220695495605,0.0,0.0,0.0,nan,nan
47,0.4162976939999794,3.162112,2.9130022525787354,0.03103751502931118,0.34027713537216187,nan,0.22997426986694336,0.0,0.0,0.0,nan,nan
48,0.413810409000007,3.162112,2.890125274658203,0.03747238963842392,0.24960559606552124,nan,0.22775256633758545,0.0,0.0,0.0,nan,nan
49,0.42041361100001495,3.162112,2.8943657875061035,0.04189804941415787,0.3365972340106964,nan,0.22918924689292908,0.0,0.0,0.0,nan,nan
50,0.42214892999999165,3.162112,2.9476399421691895,0.04496203362941742,0.6739479899406433,nan,0.23441779613494873,0.0,0.0,0.0,nan,nan
51,0.4258202679999954,3.162112,3.068655014038086,0.046074800193309784,0.9742963314056396,nan,0.24494878947734833,0.0,0.0,0.0,nan,nan
52,0.4258928699999842,3.162112,3.2626612186431885,0.04617650434374809,1.1230664253234863,nan,0.2609414756298065,0.0,0.0,0.0,nan,nan
53,0.4250323269999967,3.162112,3.248915910720825,0.041925691068172455,0.5360878109931946,nan,0.26569175720214844,0.0,2.0,0.0,nan,nan
54,0.4335083660000123,3.162112,3.381253957748413,0.043685030192136765,0.49585890769958496,nan,0.27554750442504883,0.0,4.0,0.0,nan,nan
55,0.4276582819999817,3.162112,2.908323287963867,0.03414016216993332,0.5185619592666626,nan,0.25167620182037354,0.0,2.0,0.0,nan,nan
56,0.43350553099998024,3.162112,2.7033729553222656,0.045891303569078445,0.3422304093837738,nan,0.23732970654964447,0.0,2.0,0.0,nan,nan
57,0.4207497579999995,3.162112,2.457531213760376,0.06420360505580902,0.3667679727077484,nan,0.21401867270469666,0.0,2.0,0.0,nan,nan
58,0.426866294999968,3.162112,2.1205732822418213,0.08763989806175232,0.44270849227905273,nan,0.1873709261417389,0.0,1.0,0.0,nan,nan
59,0.4191632830000458,3.162112,1.8616234064102173,0.11878369748592377,0.39650407433509827,nan,0.16132734715938568,0.0,1.0,0.0,nan,nan
60,0.41847093699999505,3.162624,1.525048851966858,0.15239828824996948,0.4279829263687134,nan,0.13333819806575775,0.0,0.0,0.0,nan,nan
61,0.4163270430000239,3.162624,1.346022129058838,0.18618226051330566,0.3693564534187317,nan,0.11306361854076385,0.0,0.0,0.0,nan,nan
62,0.41643699499996956,3.162624,1.2252017259597778,0.21406163275241852,0.2656468451023102,nan,0.09890612214803696,0.0,1.0,0.0,nan,nan
63,0.4098746599999572,3.162624,0.9335484504699707,0.24275115132331848,0.2654852867126465,nan,0.07741644233465195,0.0,1.0,0.0,nan,nan
64,0.4071565739999983,3.162624,0.7111075520515442,0.27472740411758423,0.32914239168167114,nan,0.05790070816874504,0.0,0.0,0.0,nan,nan
65,0.4057068960000265,3.162624,0.6448873281478882,0.29987046122550964,0.24452833831310272,nan,0.049077194184064865,0.0,0.0,0.0,nan,nan
66,0.41180773199999976,3.162624,0.6070300340652466,0.3213270902633667,0.18853500485420227,nan,0.04241665452718735,0.0,0.0,0.0,nan,nan
67,0.41310224699998344,3.162624,0.596998929977417,0.33664947748184204,0.14151187241077423,nan,0.0379185676574707,0.0,0.0,0.0,nan,nan
68,0.4061685249999982,3.162624,0.6294808387756348,0.3484992980957031,0.11530011892318726,nan,0.03626387566328049,0.0,0.0,0.0,nan,nan
69,0.4060782010000139,3.162624,0.6411372423171997,0.3588882386684418,0.14729493856430054,nan,0.036157358437776566,0.0,0.0,0.0,nan,nan
70,0.4071962840000083,3.162624,0.6699885129928589,0.36925047636032104,0.1663265973329544,nan,0.03490595147013664,0.0,0.0,0.0,nan,nan
71,0.4053801759999942,3.162624,0.653378963470459,0.38647258281707764,0.1884491890668869,nan,0.03103755973279476,0.0,0.0,0.0,nan,nan
72,0.407107069999995,3.162624,0.62985759973526,0.4121454358100891,0.2042711228132248,nan,0.025170808658003807,0.0,0.0,0.0,nan,nan
73,0.40863448699997207,3.162624,0.5809879899024963,0.4455583989620209,0.2220008820295334,nan,0.019019924104213715,0.0,0.0,0.0,nan,nan
74,0.4151973780000162,3.162624,0.5852966904640198,0.4863293170928955,0.26035407185554504,nan,0.015509739518165588,0.0,0.0,0.0,nan,nan
75,0.4218328990000373,3.162624,0.6329889893531799,0.5379508137702942,0.30898141860961914,nan,0.018751611933112144,0.0,0.0,0.0,nan,nan
