iter,t_iter_s,peak_mem_mb,loss,vx,grad_norm,terrain_level,loss_v,loss_clear,n_falls,n_timeouts,n_move_up,n_move_down,n_fall_height,n_fall_tilt,mean_base_h,min_base_h,mean_n_contact,mean_base_z,mean_foot_clear,min_foot_clear
0,2.8840320630000633,182.306304,6.962250232696533,0.09696176648139954,0.0889417976140976,2.47607421875,0.6889715194702148,0.002648683963343501,0.0,0.0,0.0,0.0,0.0,0.0,0.33808215459187824,0.2965908646583557,2.9955851236979165,0.2738392154375712,0.020078785717487335,-0.10698920488357544
1,1.2109229669999877,186.276864,6.950818061828613,0.09075187146663666,0.08982479572296143,2.47607421875,0.6880232095718384,0.002750188112258911,0.0,0.0,0.0,0.0,0.0,0.0,0.3374347686767578,0.2949317693710327,3.8223063151041665,0.27314603328704834,0.02135886748631795,-0.09698516130447388
2,1.203515568000057,186.276864,6.877937316894531,0.05044972896575928,0.0673811063170433,2.47607421875,0.6804757118225098,0.0028854829724878073,0.0,0.0,0.0,0.0,0.0,0.0,0.3356986840565999,0.2943963408470154,3.8277384440104165,0.2713922659556071,0.021398330728212994,-0.09699088335037231
3,1.2007355509999798,186.276864,6.818821430206299,-0.009357154369354248,0.05290866643190384,2.47607421875,0.6745498180389404,0.0029110279865562916,0.0,0.0,0.0,0.0,0.0,0.0,0.33514169851938885,0.2744850516319275,3.77825927734375,0.2708064715067546,0.02141359696785609,-0.09699219465255737
4,1.2006176969999842,186.276864,6.819466590881348,-0.06835894286632538,0.0902092307806015,2.47607421875,0.6746702194213867,0.002876687329262495,0.0,0.0,0.0,0.0,0.0,0.0,0.3351386785507202,0.28415200114250183,3.78759765625,0.27076152960459393,0.021446116268634796,-0.09699147939682007
5,1.1927069730000994,186.276864,6.850743770599365,-0.11541815102100372,0.1054283082485199,2.47607421875,0.677848219871521,0.0028392381500452757,1.0,0.0,0.0,1.0,0.0,1.0,0.33504748344421387,0.3008336126804352,3.8324381510416665,0.27063900232315063,0.021471701562404633,-0.09696823358535767
6,1.2120495149999897,186.276864,6.86201286315918,-0.13886579871177673,0.15819601714611053,2.47607421875,0.6789188385009766,0.002840066095814109,0.0,0.0,0.0,0.0,0.0,0.0,0.3347710371017456,0.299980491399765,3.8561604817708335,0.2703481713930766,0.021495863795280457,-0.09692662954330444
7,1.2062557949999473,186.277376,6.807971477508545,-0.1311754286289215,0.1505582481622696,2.47607421875,0.6733715534210205,0.002876144601032138,0.0,0.0,0.0,0.0,0.0,0.0,0.3344341516494751,0.29962339997291565,3.8814900716145835,0.27003395557403564,0.021524849037329357,-0.09687250852584839
8,1.2043052000000216,186.277376,6.7190117835998535,-0.09705878049135208,0.1196269541978836,2.47607421875,0.6641808748245239,0.0029202974401414394,0.0,0.0,0.0,0.0,0.0,0.0,0.3342023690541585,0.29962417483329773,3.8884480794270835,0.26983364423116046,0.021570441623528797,-0.09682351350784302
9,1.204319981000026,186.277376,6.616266250610352,-0.041137468069791794,0.09379144012928009,2.47607421875,0.6536471247673035,0.002931616734713316,0.0,0.0,0.0,0.0,0.0,0.0,0.3342285950978597,0.29964110255241394,3.883056640625,0.2698468565940857,0.021555475890636444,-0.09681040048599243
10,1.2049218279998968,186.277376,6.595913887023926,0.031009096652269363,0.1250920295715332,2.47607421875,0.6512811183929443,0.002903849584981799,0.0,0.0,0.0,0.0,0.0,0.0,0.3344359000523885,0.29940521717071533,3.8831380208333335,0.27007172505060834,0.02155551314353943,-0.09683829545974731
11,1.2076567820000719,186.277376,6.658851623535156,0.10028347373008728,0.19352911412715912,2.47607421875,0.6572781801223755,0.0028574892785400152,0.0,0.0,0.0,0.0,0.0,0.0,0.3347811698913574,0.293041467666626,3.888916015625,0.27041757106781006,0.02151813606421153,-0.09688490629196167
12,1.2342460759999767,186.277376,6.759355545043945,0.15644866228103638,0.2559261918067932,2.47607421875,0.6670032739639282,0.0028235081117600203,0.0,0.0,0.0,0.0,0.0,0.0,0.33512107531229657,0.28662359714508057,3.8886922200520835,0.2707754373550415,0.021468408405780792,-0.09919869899749756
13,1.2460812519999536,186.277376,6.810067653656006,0.18159928917884827,0.28773871064186096,2.47607421875,0.6718239188194275,0.0028382977470755577,0.0,0.0,0.0,0.0,0.0,0.0,0.3352638880411784,0.28260374069213867,3.86505126953125,0.27092917760213214,0.021337953706582386,-0.11497163772583008
14,1.2314878319999707,186.277376,6.752518653869629,0.17335307598114014,0.28765878081321716,2.47607421875,0.6657412052154541,0.002904573455452919,0.0,0.0,0.0,0.0,0.0,0.0,0.33508936564127606,0.27930378913879395,3.8306681315104165,0.27075175444285077,0.021193241079648335,-0.11652839183807373
